# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-B" "-C" "-M" "-T" "16" "-F" "SAF" "-a" "B.SAF" "-o" "B_counts.txt" "/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_RR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_RR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_RR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_RR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_RR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_RR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_RR.bam" 
Geneid	Chr	Start	End	Strand	Length	/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_RR.bam	/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_RR.bam	/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_RR.bam	/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_RR.bam	/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_RR.bam	/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_RR.bam	/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_RR.bam
NA_peak_2159_G_Tb927.9.12830	Tb927_09_v5.1	2029540	2030831	.	1292	506	2722	979	980	539	250	664	13	3	10	16	169	3	14	168	61	1	8	67	31	0	6	44	2	10	18	9	3	6	5	2	34	5	18	47
NA_peak_2160_G_Tb927.9.13060	Tb927_09_v5.1	2068819	2071054	.	2236	3897	16976	14583	10337	2768	2387	4332	40	51	30	30	252	7	39	143	229	3	22	133	154	3	13	96	5	46	27	1	3	42	28	1	106	49	51	76
NA_peak_2160.2_G_Tb927.9.13100	Tb927_09_v5.1	2071157	2071979	.	823	3433	9761	7383	8790	379	312	311	157	25	34	120	418	2	9	307	340	5	1	263	399	1	5	298	0	9	11	0	3	5	11	1	0	11	15	0
NA_peak_2162_G_Tb927.9.13320	Tb927_09_v5.1	2099306	2100040	.	735	620	619	487	1340	877	1046	530	5	1	9	16	9	2	15	3	14	0	6	9	50	0	4	23	27	5	3	15	33	3	2	3	16	6	2	10
NA_peak_2163_G_Tb927.9.13340	Tb927_09_v5.1	2104905	2106430	.	1526	1675	2033	1297	521	707	578	271	20	22	1	4	45	4	1	1	40	2	0	1	13	0	0	0	6	8	0	0	3	11	0	0	7	7	1	0
NA_peak_2164_R_Tb927.9.13340	Tb927_09_v5.1	2105703	2106419	.	717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_2165_G_Tb927.9.13360	Tb927_09_v5.1	2107867	2109507	.	1641	134	981	715	611	339	227	358	3	4	4	3	16	19	33	7	1	22	14	2	2	19	18	0	7	2	2	9	6	0	1	6	7	0	3	12
NA_peak_2166_G_Tb927.9.13360	Tb927_09_v5.1	2111009	2111395	.	387	375	1219	1469	1048	270	189	222	16	10	21	19	0	119	188	1	26	112	192	29	48	71	110	45	0	0	7	19	0	0	14	6	0	0	6	14
NA_peak_2168_G_Tb927.9.13380	Tb927_09_v5.1	2117333	2119653	.	2321	883	1741	1654	1587	63	70	47	10	10	11	13	7	16	18	3	4	19	25	3	4	14	27	0	0	0	2	0	1	0	0	1	0	1	0	0
NA_peak_2169_G_Tb927.9.13470	Tb927_09_v5.1	2132847	2134420	.	1574	182	1357	1057	466	339	233	255	6	1	5	1	4	33	28	1	1	33	23	0	1	19	7	1	7	4	0	6	2	1	0	4	5	0	1	5
NA_peak_2170_G_Tb927.9.13530	Tb927_09_v5.1	2148090	2148723	.	634	1952	1830	1185	925	654	244	244	95	0	4	68	85	0	10	51	59	0	0	25	35	0	1	19	5	0	14	12	0	0	2	4	0	0	4	3
NA_peak_2171_G_Tb927.9.13610	Tb927_09_v5.1	2155060	2156218	.	1159	391	1179	1381	573	397	593	206	9	1	6	13	5	20	34	4	4	33	44	1	1	11	16	0	12	0	1	11	3	17	15	11	7	0	0	7
NA_peak_2172_G_Tb927.9.13610	Tb927_09_v5.1	2157395	2158229	.	835	18	641	1080	742	58	24	30	0	0	1	0	0	27	10	0	3	31	22	0	4	23	29	0	0	0	1	1	0	0	0	0	2	0	0	0
NA_peak_2173_G_Tb927.9.13650	Tb927_09_v5.1	2170537	2171608	.	1072	63	249	91	52	243	179	143	2	2	4	1	1	5	5	3	1	0	1	0	1	1	0	0	1	1	1	12	1	0	3	8	0	0	3	10
NA_peak_2174_G_Tb927.9.13780	Tb927_09_v5.1	2176764	2177346	.	583	32	80	32	41	95	17	18	0	0	1	1	0	5	0	0	0	0	0	0	0	1	1	0	0	0	7	0	0	0	0	0	0	1	1	0
NA_peak_2175_R_Tb927.9.13795	Tb927_09_v5.1	2177987	2179392	.	1406	2	260	29	175	3	7	2	0	1	0	0	1	6	15	0	0	0	0	0	0	1	5	0	1	0	0	0	0	0	0	0	0	0	0	0
NA_peak_2176_R_Tb927.9.13860	Tb927_09_v5.1	2179766	2180312	.	547	2	48	3	49	1	4	3	0	1	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0
NA_peak_2177_G_Tb927.9.13990	Tb927_09_v5.1	2183181	2184045	.	865	224	2189	2175	3659	379	67	94	4	1	4	0	3	42	58	2	3	26	79	1	5	66	108	0	6	1	1	11	0	0	0	0	2	1	0	6
NA_peak_2178_G_Tb927.9.13990	Tb927_09_v5.1	2184575	2186885	.	2311	1359	9133	10771	14212	1401	506	397	20	21	11	7	39	146	117	3	38	177	123	3	46	209	150	2	30	1	3	18	12	0	0	2	11	0	4	4
NA_peak_2179_G_Tb927.9.14080	Tb927_09_v5.1	2197371	2198207	.	837	147	177	124	226	97	38	87	2	2	5	1	3	2	3	0	4	1	3	0	0	5	3	0	0	0	0	2	1	0	0	2	0	0	0	2
NA_peak_2180_G_Tb927.9.14100	Tb927_09_v5.1	2199598	2200780	.	1183	1887	1519	866	1523	75	37	24	3	87	91	2	20	31	34	16	8	22	16	7	11	36	39	3	5	0	0	1	1	0	0	1	0	0	2	0
NA_peak_2181_G_Tb927.9.14120	Tb927_09_v5.1	2200880	2202845	.	1966	905	816	1149	1617	302	173	137	13	58	81	9	40	48	35	9	47	19	29	5	69	13	15	9	28	25	7	23	13	16	1	7	6	16	3	3
NA_peak_2182_G_Tb927.9.14120	Tb927_09_v5.1	2201337	2202680	.	1344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_2184_G_Tb927.9.14160	Tb927_09_v5.1	2212263	2213566	.	1304	960	1917	1153	542	994	421	310	17	11	10	9	9	64	51	1	5	28	44	2	2	9	15	0	18	10	13	12	9	0	2	7	7	1	1	8
NA_peak_2185_G_Tb927.9.14480	Tb927_09_v5.1	2259947	2261325	.	1379	7342	36642	41379	43078	1881	906	1519	12	215	233	11	37	940	987	9	46	1027	1147	15	35	1072	1166	21	19	30	33	28	21	3	1	28	39	7	6	41
NA_peak_2191_G_Tb927.9.15070	Tb927_09_v5.1	2354318	2354757	.	440	468	1555	1256	2	3	3	2	0	44	42	1	1	109	114	0	0	95	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_2192_G_Tb927.9.15070	Tb927_09_v5.1	2354988	2356000	.	1013	673	5104	1833	1005	2223	1728	4980	29	0	0	19	131	39	36	87	47	19	17	30	25	13	15	18	78	0	2	51	38	0	0	35	150	1	0	79
NA_peak_2193_R_Tb927.9.15110	Tb927_09_v5.1	2360027	2360933	.	907	21	105	49	220	25	27	47	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	1
NA_peak_2194_G_Tb927.9.15170	Tb927_09_v5.1	2361046	2362941	.	1896	682	953	502	1428	461	576	290	30	0	6	39	6	0	0	9	3	0	0	0	0	0	0	1	21	2	1	14	1	0	0	0	0	0	2	0
NA_peak_2195_G_Tb927.9.15320	Tb927_09_v5.1	2377903	2379020	.	1118	442	4263	6882	11424	76	21	5	8	19	19	1	103	31	44	62	177	16	25	82	289	15	16	152	0	3	2	0	1	0	0	0	0	0	0	0
NA_peak_2196_G_Tb927.9.15380	Tb927_09_v5.1	2387754	2388711	.	958	1432	8025	4484	2883	4111	601	843	84	27	15	71	442	1	1	323	298	2	2	206	195	7	4	149	109	13	17	89	1	20	14	0	7	32	13	1
NA_peak_2198_G_Tb927.9.15460	Tb927_09_v5.1	2407914	2409829	.	1916	456	2515	2908	3353	126	78	34	11	5	4	5	97	17	18	25	104	1	9	38	135	6	17	36	2	5	1	0	4	2	0	1	3	0	0	0
NA_peak_2199_G_Tb927.9.15490	Tb927_09_v5.1	2417748	2419838	.	2091	438	2098	1105	1437	350	335	474	8	6	0	2	74	2	5	20	46	2	6	15	53	0	2	20	1	6	2	1	0	11	3	0	3	14	8	0
NA_peak_2209_R_Tb927.9.15890	Tb927_09_v5.1	2515210	2515599	.	390	434	773	743	720	1	0	0	28	20	1	0	4	46	2	0	1	50	0	0	5	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_2212_R_Tb927.9.15940	Tb927_09_v5.1	2527737	2528401	.	665	26	57	57	83	22	11	19	2	3	0	0	4	0	0	0	7	0	0	0	13	0	0	0	2	6	0	0	0	2	0	0	0	5	0	0
NA_peak_2239_R_Tb927.9.16460	Tb927_09_v5.1	2663116	2664061	.	946	1397	12116	15849	19541	706	620	605	16	84	6	7	9	528	59	3	9	683	94	2	16	798	82	2	24	11	1	13	26	3	0	7	19	7	2	19
NA_peak_2312_R_Tb927.9.17600	Tb927_09_v5.1	2971701	2974049	.	2349	857	6826	10092	17128	286	238	326	3	1	20	22	153	1	35	164	249	6	54	252	357	5	65	348	2	0	15	0	0	0	15	0	3	1	15	0
NA_peak_2444_R_Tb927.10.20	Tb927_10_v5.1	9824	10203	.	380	45	451	319	465	21	29	57	0	0	0	0	0	19	0	0	0	14	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_2450_R_Tb927.10.105	Tb927_10_v5.1	50945	51358	.	414	348	1223	1207	1527	352	446	294	0	9	0	0	0	78	0	0	0	82	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_2451_G_Tb927.10.180	Tb927_10_v5.1	72232	73956	.	1725	311	838	620	303	870	677	418	6	2	6	4	26	1	6	13	17	1	5	15	8	1	0	8	7	19	16	7	9	14	10	4	4	5	12	3
NA_peak_2452_G_Tb927.10.200	Tb927_10_v5.1	74792	75999	.	1208	232	899	3241	3349	21	8	10	3	0	0	28	20	0	0	51	79	0	3	120	89	0	1	138	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_2453_G_Tb927.10.210	Tb927_10_v5.1	76807	77786	.	980	1050	1178	468	453	1387	148	119	31	18	5	0	61	4	0	3	26	1	0	0	27	1	0	0	71	10	1	2	1	6	0	0	4	3	0	0
NA_peak_2454_G_Tb927.10.220	Tb927_10_v5.1	77359	77782	.	424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_2455_G_Tb927.10.240	Tb927_10_v5.1	79261	80184	.	924	3393	6338	2580	1342	5698	9267	6283	7	93	48	3	165	0	1	127	74	0	3	56	47	0	0	29	2	145	69	2	0	233	110	1	0	164	87	1
NA_peak_2456_R_Tb927.10.280	Tb927_10_v5.1	84674	84910	.	237	32	124	82	47	4	0	0	2	3	0	1	9	1	0	0	7	1	0	0	5	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NA_peak_2457_G_Tb927.10.290	Tb927_10_v5.1	85145	86978	.	1834	1580	4993	2951	1280	1351	315	721	17	10	17	19	53	30	66	65	24	12	38	59	13	7	10	23	13	7	4	21	3	1	1	6	14	3	5	9
NA_peak_2458_G_Tb927.10.310	Tb927_10_v5.1	88354	89649	.	1296	235	513	490	493	131	74	121	5	0	1	8	12	0	2	17	24	0	0	17	16	0	0	19	1	0	3	5	2	0	1	1	1	3	5	0
NA_peak_2460_G_Tb927.10.360	Tb927_10_v5.1	99864	102027	.	2164	9696	8592	4867	1584	5382	2472	1855	203	43	50	91	122	24	17	63	63	8	6	51	19	1	4	18	31	59	45	23	6	27	27	6	10	28	19	4
NA_peak_2461_G_Tb927.10.390	Tb927_10_v5.1	104801	106462	.	1662	1440	1337	777	604	1477	1123	1328	28	16	26	17	39	1	5	23	23	0	2	19	14	1	1	11	3	27	16	7	0	23	15	0	12	30	25	4
NA_peak_2462_G_Tb927.10.400	Tb927_10_v5.1	108047	109220	.	1174	31	54	18	39	226	277	49	0	1	1	1	0	0	0	1	1	0	0	0	2	0	0	3	4	1	2	2	2	12	3	0	0	2	4	0
NA_peak_2464_G_Tb927.10.480	Tb927_10_v5.1	128360	129401	.	1042	20	358	395	928	34	45	126	0	0	0	0	2	10	8	0	1	13	19	0	5	19	31	0	1	0	0	1	2	0	0	1	5	0	0	5
NA_peak_2465_G_Tb927.10.520	Tb927_10_v5.1	135972	136933	.	962	368	441	437	374	323	84	43	7	24	8	4	13	8	5	6	29	4	1	8	19	0	1	6	5	15	3	1	0	5	2	0	0	1	1	0
NA_peak_2467_G_Tb927.10.540	Tb927_10_v5.1	142633	144371	.	1739	1580	7927	11447	16327	1215	1127	1366	12	13	21	17	136	2	31	85	186	8	59	147	274	8	49	144	0	10	18	1	0	15	11	1	2	13	20	0
NA_peak_2468_G_Tb927.10.550	Tb927_10_v5.1	145832	146741	.	910	1509	2368	6332	5257	226	142	145	3	58	47	0	1	78	67	0	7	186	180	1	2	166	145	0	6	1	2	1	6	0	0	0	2	0	2	7
NA_peak_2469_G_Tb927.10.560	Tb927_10_v5.1	147320	148111	.	792	183	3277	1918	3044	1059	431	1043	29	3	3	0	5	94	115	0	0	54	76	0	3	78	100	0	187	5	0	0	74	2	0	0	188	0	0	0
NA_peak_2470_G_Tb927.10.620	Tb927_10_v5.1	166041	168026	.	1986	6945	6590	4490	2501	1317	1857	978	200	108	78	106	156	15	24	109	108	2	17	69	45	1	12	41	6	16	12	11	7	26	18	6	4	20	22	0
NA_peak_2471_R_Tb927.10.630	Tb927_10_v5.1	169879	170155	.	277	3	22	29	18	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_2472_G_Tb927.10.720	Tb927_10_v5.1	186513	187532	.	1020	170	875	311	777	91	37	94	5	4	3	0	40	1	1	10	14	0	0	5	34	1	1	11	1	4	1	0	0	0	1	0	0	2	4	0
NA_peak_2474_G_Tb927.10.740	Tb927_10_v5.1	194021	195156	.	1136	1100	3579	1391	2038	324	92	277	33	5	2	32	198	7	7	116	106	2	2	74	135	8	5	79	4	4	5	5	1	1	2	0	3	5	4	4
NA_peak_2475_R_Tb927.10.750	Tb927_10_v5.1	196276	196963	.	688	1	2	2	279	6	24	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_2476_R_Tb927.10.770	Tb927_10_v5.1	199877	201089	.	1213	4203	23141	17062	29585	28007	25742	20411	111	21	17	77	2	0	0	0	0	0	0	0	0	0	1	0	65	6	8	38	13	4	4	8	17	10	9	4
NA_peak_2477_G_Tb927.10.780	Tb927_10_v5.1	202035	203381	.	1347	2499	8774	7540	7532	1082	149	165	4	58	70	5	27	159	221	17	17	131	206	7	10	149	194	9	4	34	28	5	0	0	0	1	1	0	0	2
NA_peak_2478_G_Tb927.10.790	Tb927_10_v5.1	204137	205582	.	1446	245	1788	1351	1498	135	65	40	33	1	3	34	92	7	16	85	40	3	5	54	41	2	12	45	0	3	3	0	0	3	4	0	0	1	3	0
NA_peak_2479_G_Tb927.10.820	Tb927_10_v5.1	213288	215701	.	2414	1606	2590	1583	953	683	992	358	6	14	20	12	28	0	6	34	18	0	4	22	10	0	3	19	5	6	12	5	3	16	11	9	2	9	8	3
NA_peak_2480_G_Tb927.10.830	Tb927_10_v5.1	217136	218441	.	1306	982	2786	2070	1399	369	55	99	8	33	28	5	45	28	31	32	42	18	14	26	35	10	15	28	2	3	7	4	0	2	2	1	6	0	0	0
NA_peak_2482_G_Tb927.10.840	Tb927_10_v5.1	224065	226381	.	2317	4832	7694	5350	2363	4993	2278	3107	52	50	54	34	93	45	80	85	86	3	15	60	47	9	18	33	11	56	70	8	10	29	21	5	5	41	40	3
NA_peak_2483_G_Tb927.10.870	Tb927_10_v5.1	234748	235655	.	908	371	1290	455	607	238	56	62	6	5	20	16	7	31	22	9	2	13	14	2	1	18	23	2	2	1	2	8	1	1	0	0	2	1	1	0
NA_peak_2484_G_Tb927.10.930	Tb927_10_v5.1	255680	257160	.	1481	2812	14885	10891	11001	3251	495	32	30	58	66	33	64	206	260	19	39	170	188	13	32	168	202	5	83	24	23	93	14	3	1	15	0	0	0	1
NA_peak_2485_G_Tb927.10.970	Tb927_10_v5.1	267238	268666	.	1429	12	53	14	128	12	21	37	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0
NA_peak_2486_G_Tb927.10.980	Tb927_10_v5.1	270678	271832	.	1155	693	1393	380	297	1611	839	1152	19	4	10	13	31	0	3	40	12	0	3	18	6	0	0	14	14	22	52	12	0	16	19	3	6	21	31	6
NA_peak_2487_G_Tb927.10.1000	Tb927_10_v5.1	273543	274818	.	1276	936	2652	3	2	3483	2152	5266	3	35	21	2	0	73	60	0	0	0	0	0	0	0	0	0	0	85	61	2	1	45	43	0	5	122	104	4
NA_peak_2488_G_Tb927.10.1040	Tb927_10_v5.1	280336	280813	.	478	154	672	375	205	15	5	11	11	16	2	0	2	59	15	1	0	43	9	0	0	29	3	0	0	0	0	0	0	0	0	0	1	0	0	0
NA_peak_2489_G_Tb927.10.1050	Tb927_10_v5.1	282052	282902	.	851	793	3555	2336	1184	68	35	91	12	17	27	4	1	71	105	2	0	59	83	0	1	33	26	0	1	0	0	1	1	0	0	1	2	0	0	1
NA_peak_2490_G_Tb927.10.1060	Tb927_10_v5.1	284005	285118	.	1114	3729	2364	2830	4013	650	356	388	44	36	51	67	5	34	88	1	4	41	83	1	6	50	131	2	0	0	0	21	4	0	0	7	4	0	0	14
NA_peak_2492_G_Tb927.10.1070	Tb927_10_v5.1	287267	288423	.	1157	1032	2628	2455	1675	1613	1364	1402	27	13	12	17	13	47	73	0	8	51	84	3	4	42	52	0	43	0	1	47	40	0	1	36	56	1	4	59
NA_peak_2493_G_Tb927.10.1100	Tb927_10_v5.1	291075	291919	.	845	136	216	61	26	271	11	225	3	1	2	1	1	12	0	0	0	0	0	0	1	0	0	0	7	6	2	1	0	0	0	0	7	0	1	0
NA_peak_2494_R_Tb927.10.1100	Tb927_10_v5.1	291641	291861	.	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_2496_G_Tb927.10.1170	Tb927_10_v5.1	310101	312361	.	2261	196	1577	1159	968	264	411	509	5	2	1	2	7	38	19	0	9	42	23	0	10	21	23	0	6	0	1	5	4	1	1	5	11	0	0	10
NA_peak_2497_G_Tb927.10.1280	Tb927_10_v5.1	341938	343354	.	1417	953	752	716	418	285	146	436	5	22	23	1	1	13	16	0	1	13	11	1	0	9	6	0	10	6	1	5	3	5	1	1	6	6	10	0
NA_peak_2498_G_Tb927.10.1300	Tb927_10_v5.1	344777	346038	.	1262	223	403	611	661	375	212	726	3	1	6	4	9	0	0	17	12	0	6	15	12	1	5	12	0	11	11	0	0	5	9	0	1	9	27	6
NA_peak_2499_R_Tb927.10.1350	Tb927_10_v5.1	356514	356799	.	286	7	11	13	103	27	65	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0
NA_peak_2501_G_Tb927.10.1400	Tb927_10_v5.1	367495	368537	.	1043	2117	10094	5986	7288	1394	1450	970	53	39	30	17	16	226	214	2	15	167	136	0	15	161	152	0	39	1	0	21	42	1	0	32	23	0	2	17
NA_peak_2503_G_Tb927.10.1460	Tb927_10_v5.1	385690	387180	.	1491	577	1204	916	578	1931	1960	1746	21	2	2	15	4	28	29	0	2	26	23	1	3	16	12	0	57	0	0	47	63	0	0	38	54	0	9	36
NA_peak_2504_R_Tb927.10.1470	Tb927_10_v5.1	390634	390961	.	328	117	808	405	595	81	95	47	0	1	8	13	0	1	102	1	0	0	42	0	0	1	80	1	0	0	0	8	0	0	2	12	0	0	1	5
NA_peak_2506_G_Tb927.10.1510	Tb927_10_v5.1	404707	406629	.	1923	29	1662	2321	3262	10	9	44	0	1	1	0	8	48	72	3	10	61	95	0	12	79	127	0	0	1	0	0	0	0	0	0	0	0	0	5
NA_peak_2507_G_Tb927.10.1520	Tb927_10_v5.1	413067	414921	.	1855	2096	6750	6508	7825	3826	3286	3827	17	16	22	17	45	54	82	39	60	37	71	51	98	38	69	68	71	2	3	53	50	1	1	37	53	1	13	73
NA_peak_2508_G_Tb927.10.1540	Tb927_10_v5.1	420326	421039	.	714	682	11630	11592	8039	53	103	1571	0	32	32	0	12	261	427	0	7	278	430	2	3	182	251	0	0	0	0	0	0	0	0	1	3	0	0	2
NA_peak_2510_G_Tb927.10.1550	Tb927_10_v5.1	425830	426226	.	397	1380	2482	1543	1395	707	219	147	7	30	50	50	2	84	142	25	2	32	78	35	2	34	73	26	1	2	10	33	0	0	0	12	0	0	5	9
