"Gene ID","source_id","Organism","Genomic Location (Gene)","Product Description","Gene Type","Input ID"
"Tb927.11.10190","Tb927.11.10190:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,724,712..2,728,712(+)","telomerase reverse transcriptase","protein coding","Tb927.11.10190"
"Tb927.11.1020","Tb927.11.1020:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:260,420..262,681(+)","ribokinase, putative","protein coding","Tb927.11.1020"
"Tb927.11.10200","Tb927.11.10200:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,728,613..2,730,841(+)","hypothetical protein, conserved","protein coding","Tb927.11.10200"
"Tb927.11.10210","Tb927.11.10210:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,730,716..2,733,781(+)","hypothetical protein, conserved","protein coding","Tb927.11.10210"
"Tb927.11.10220","Tb927.11.10220:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,734,413..2,735,209(+)","hypothetical protein, conserved","protein coding","Tb927.11.10220"
"Tb927.11.10230","Tb927.11.10230:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,735,340..2,736,973(+)","RNA polymerase-associated protein CDC73, putative","protein coding","Tb927.11.10230"
"Tb927.11.10240","Tb927.11.10240:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,737,103..2,738,822(+)","ATP-dependent protease subunit HslV","protein coding","Tb927.11.10240"
"Tb927.11.10250","Tb927.11.10250:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,739,411..2,740,399(+)","hypothetical protein, conserved","protein coding","Tb927.11.10250"
"Tb927.11.10260","Tb927.11.10260:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,740,537..2,742,218(+)","Peroxin 3, putative","protein coding","Tb927.11.10260"
"Tb927.11.10270","Tb927.11.10270:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,742,741..2,743,549(+)","Golgi SNAP receptor complex member 1, putative","protein coding","Tb927.11.10270"
"Tb927.11.10280","Tb927.11.10280:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,744,274..2,748,583(+)","metallo-peptidase, Clan MC, Family M14, putative","protein coding","Tb927.11.10280"
"Tb927.11.1030","Tb927.11.1030:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:262,983..265,867(+)","kinetoplastid kinetochore protein 7","protein coding","Tb927.11.1030"
"Tb927.11.10300","Tb927.11.10300:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,749,508..2,751,035(+)","hypothetical protein, conserved","protein coding","Tb927.11.10300"
"Tb927.11.10320","Tb927.11.10320:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,752,237..2,753,699(+)","TatD related DNase, putative","protein coding","Tb927.11.10320"
"Tb927.11.10330","Tb927.11.10330:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,753,852..2,758,058(+)","regulator of chromosome condensation 1-like protein","protein coding","Tb927.11.10330"
"Tb927.11.10340","Tb927.11.10340:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,757,604..2,759,664(+)","Serine/threonine-protein phosphatase PGAM5, mitochondrial, putative","protein coding","Tb927.11.10340"
"Tb927.11.10350","Tb927.11.10350:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,760,638..2,761,676(+)","hypothetical protein, conserved","protein coding","Tb927.11.10350"
"Tb927.11.10360","Tb927.11.10360:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,762,070..2,763,788(+)","hypothetical protein, conserved","protein coding","Tb927.11.10360"
"Tb927.11.10370","Tb927.11.10370:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,764,437..2,767,791(+)","glycosyl hydrolase-like protein","protein coding","Tb927.11.10370"
"Tb927.11.10380","Tb927.11.10380:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,769,530..2,771,377(+)","hypothetical protein, conserved","protein coding","Tb927.11.10380"
"Tb927.11.10390","Tb927.11.10390:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,771,778..2,774,095(+)","hypothetical protein, conserved","protein coding","Tb927.11.10390"
"Tb927.11.1040","Tb927.11.1040:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:267,264..269,253(+)","TFIIF-like transcription factor subunit 1","protein coding","Tb927.11.1040"
"Tb927.11.10400","Tb927.11.10400:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,774,346..2,775,084(+)","SSU ribosomal protein, mitochondrial, putative","protein coding","Tb927.11.10400"
"Tb927.11.10410","Tb927.11.10410:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,775,384..2,776,120(+)","Cornichon protein, putative","protein coding","Tb927.11.10410"
"Tb927.11.10420","Tb927.11.10420:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,776,997..2,777,529(+)","DNA-directed RNA polymerase I subunit, putative","protein coding","Tb927.11.10420"
"Tb927.11.10430","Tb927.11.10430:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,777,983..2,779,873(+)","hypothetical protein, conserved","protein coding","Tb927.11.10430"
"Tb927.11.10440","Tb927.11.10440:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,780,351..2,781,289(+)","hypothetical protein, conserved","protein coding","Tb927.11.10440"
"Tb927.11.10450","Tb927.11.10450:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,781,451..2,783,294(+)","UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase, putative","protein coding","Tb927.11.10450"
"Tb927.11.10460","Tb927.11.10460:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,783,414..2,784,610(+)","dna replication complex gins protein psf2","protein coding","Tb927.11.10460"
"Tb927.11.10470","Tb927.11.10470:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,785,304..2,788,990(+)","hypothetical protein, conserved","protein coding","Tb927.11.10470"
"Tb927.11.10480","Tb927.11.10480:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,789,105..2,792,492(+)","PQQ-like domain/WD domain, G-beta repeat/Utp21 specific WD40 associated putative domain containing protein, putative","protein coding","Tb927.11.10480"
"Tb927.11.10490","Tb927.11.10490:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,792,724..2,794,548(+)","hypothetical protein, conserved","protein coding","Tb927.11.10490"
"Tb927.11.105","Tb927.11.105:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:6,559..12,246(-)","hypothetical protein","protein coding","NCDS.Tb927.11.101"
"Tb927.11.1050","Tb927.11.1050:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:269,394..270,587(+)","ribosome production factor 1, putative","protein coding","Tb927.11.1050"
"Tb927.11.10500","Tb927.11.10500:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,795,051..2,796,751(+)","hypothetical protein, conserved","protein coding","Tb927.11.10500"
"Tb927.11.10510","Tb927.11.10510:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,797,062..2,798,110(+)","ubiquinone biosynthesis methyltransferase, putative","protein coding","Tb927.11.10510"
"Tb927.11.10520","Tb927.11.10520:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,798,284..2,802,595(+)","kinetoplastid kinetochore protein 2","protein coding","Tb927.11.10520"
"Tb927.11.10530","Tb927.11.10530:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,803,708..2,804,684(+)","hypothetical protein, conserved","protein coding","Tb927.11.10530"
"Tb927.11.10540","Tb927.11.10540:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,804,834..2,807,764(+)","hypothetical protein, conserved","protein coding","Tb927.11.10540"
"Tb927.11.10550","Tb927.11.10550:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,808,495..2,811,597(+)","hypothetical protein, conserved","protein coding","Tb927.11.10550"
"Tb927.11.10560","Tb927.11.10560:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,811,707..2,816,151(+)","eukaryotic translation initiation factor 4 gamma 4","protein coding","Tb927.11.10560"
"Tb927.11.10570","Tb927.11.10570:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,816,085..2,817,252(+)","LSU ribosomal protein, mitochondrial, putative","protein coding","Tb927.11.10570"
"Tb927.11.10580","Tb927.11.10580:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,817,578..2,820,298(+)","COG (conserved oligomeric Golgi) complex component, COG2/Domain of unknown function (DUF3510), putative","protein coding","Tb927.11.10580"
"Tb927.11.10590","Tb927.11.10590:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,820,576..2,822,529(+)","Glutathione S-transferase, C-terminal domain containing protein, putative","protein coding","Tb927.11.10590"
"Tb927.11.1060","Tb927.11.1060:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:271,067..273,512(+)","Vasohibin","protein coding","Tb927.11.1060"
"Tb927.11.10600","Tb927.11.10600:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,822,662..2,824,222(+)","Mitoribosomal SSU assembly factor 18","protein coding","Tb927.11.10600"
"Tb927.11.10610","Tb927.11.10610:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,824,357..2,827,611(+)","hypothetical protein, conserved","protein coding","Tb927.11.10610"
"Tb927.11.10620","Tb927.11.10620:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,828,716..2,829,563(+)","hypothetical protein, conserved","protein coding","Tb927.11.10620"
"Tb927.11.10630","Tb927.11.10630:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,830,632..2,833,349(+)","hypothetical protein, conserved","protein coding","Tb927.11.10630"
"Tb927.11.10640","Tb927.11.10640:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,833,796..2,835,914(+)","DNA-(apurinic or apyrimidinic site) lyase, putative","protein coding","Tb927.11.10640"
"Tb927.11.10650","Tb927.11.10650:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,836,046..2,839,364(+)","Adaptor protein complex AP-3 subunit beta-3","protein coding","Tb927.11.10650"
"Tb927.11.10660","Tb927.11.10660:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,839,475..2,856,547(+)","Basal body protein","protein coding","Tb927.11.10660"
"Tb927.11.10670","Tb927.11.10670:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,856,953..2,860,983(+)","glycosyl hydrolase, putative","protein coding","Tb927.11.10670"
"Tb927.11.10690","Tb927.11.10690:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,862,180..2,863,602(+)","hypothetical protein, conserved","protein coding","Tb927.11.10690"
"Tb927.11.1070","Tb927.11.1070:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:273,637..276,812(+)","glycosomal transporter (GAT3), putative","protein coding","Tb927.11.1070"
"Tb927.11.10700","Tb927.11.10700:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,863,796..2,864,643(+)","glucosidase II beta subunit-like protein, putative","protein coding","Tb927.11.10700"
"Tb927.11.10710","Tb927.11.10710:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,865,036..2,868,757(+)","hypothetical protein, conserved","protein coding","Tb927.11.10710"
"Tb927.11.10720","Tb927.11.10720:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,868,865..2,871,956(+)","hypothetical protein, conserved","protein coding","Tb927.11.10720"
"Tb927.11.10730","Tb927.11.10730:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,872,095..2,876,454(+)","SWI/SNF-related helicase, putative","protein coding","Tb927.11.10730"
"Tb927.11.10740","Tb927.11.10740:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,876,620..2,877,361(+)","vacuolar sorting-associated protein-like, putative","protein coding","Tb927.11.10740"
"Tb927.11.10750","Tb927.11.10750:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,877,598..2,879,780(+)","pre-mRNA-splicing factor CWC22, putative","protein coding","Tb927.11.10750"
"Tb927.11.10760","Tb927.11.10760:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,879,710..2,882,414(+)","kinesin-D","protein coding","Tb927.11.10760"
"Tb927.11.10770","Tb927.11.10770:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,883,486..2,885,270(+)","VHS domain containing protein, putative","protein coding","Tb927.11.10770"
"Tb927.11.10780","Tb927.11.10780:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,885,482..2,886,456(+)","Voltage-dependent anion channel, putative","protein coding","Tb927.11.10780"
"Tb927.11.10790","Tb927.11.10790:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,886,906..2,887,873(+)","40S ribosomal protein SA, putative","protein coding","Tb927.11.10790"
"Tb927.11.1080","Tb927.11.1080:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:277,151..278,937(+)","Nucleolar protein 60","protein coding","Tb927.11.1080"
"Tb927.11.10800","Tb927.11.10800:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,888,010..2,889,024(+)","Domain of unknown function (DUF4496), putative","protein coding","Tb927.11.10800"
"Tb927.11.10810","Tb927.11.10810:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,889,580..2,894,862(+)","pumillio/PUF RNA binding protein 11","protein coding","NCDS.Tb927.11.10801"
"Tb927.11.10820","Tb927.11.10820:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,894,691..2,896,073(+)","Casein kinase II subunit beta, putative","protein coding","Tb927.11.10820"
"Tb927.11.10840","Tb927.11.10840:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,897,046..2,898,691(+)","hypothetical protein, conserved","protein coding","Tb927.11.10840"
"Tb927.11.10850","Tb927.11.10850:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,898,937..2,900,370(+)","hypothetical protein, conserved","protein coding","Tb927.11.10850"
"Tb927.11.10860","Tb927.11.10860:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,900,723..2,902,058(+)","20S-pre-rRNA D-site endonuclease NOB1","protein coding","Tb927.11.10860"
"Tb927.11.10870","Tb927.11.10870:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,902,519..2,903,281(+)","32 kDa ER-associated protein","protein coding","Tb927.11.10870"
"Tb927.11.10880","Tb927.11.10880:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,904,399..2,906,449(+)","hypothetical protein, conserved","protein coding","Tb927.11.10880"
"Tb927.11.10890","Tb927.11.10890:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,906,593..2,908,005(+)","hypothetical protein, conserved","protein coding","Tb927.11.10890"
"Tb927.11.1090","Tb927.11.1090:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:279,062..296,707(+)","calpain-like protein, putative","protein coding","Tb927.11.1090"
"Tb927.11.10900","Tb927.11.10900:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,908,311..2,910,932(+)","Component of motile flagella 9","protein coding","Tb927.11.10900"
"Tb927.11.10910","Tb927.11.10910:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,911,234..2,912,201(+)","40S ribosomal protein SA, putative","protein coding","Tb927.11.10910"
"Tb927.11.10920","Tb927.11.10920:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,912,338..2,914,637(+)","hypothetical protein, conserved","protein coding","Tb927.11.10920"
"Tb927.11.10930","Tb927.11.10930:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,914,966..2,916,714(+)","tubulin delta chain","protein coding","Tb927.11.10930"
"Tb927.11.10940","Tb927.11.10940:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,917,155..2,920,535(+)","hypothetical protein, conserved","protein coding","Tb927.11.10940"
"Tb927.11.10950","Tb927.11.10950:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,923,675..2,924,712(+)","DnaJ domain containing protein, putative","protein coding","Tb927.11.10950"
"Tb927.11.10960","Tb927.11.10960:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,934,144..2,936,592(+)","2OG-Fe(II) oxygenase superfamily, putative","protein coding","Tb927.11.10960"
"Tb927.11.10970","Tb927.11.10970:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,936,782..2,937,628(+)","RWD domain/Uncharacterized protein family UPF0029, putative","protein coding","Tb927.11.10970"
"Tb927.11.10980","Tb927.11.10980:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,937,960..2,938,862(+)","Got1/Sft2-like family, putative","protein coding","Tb927.11.10980"
"Tb927.11.10990","Tb927.11.10990:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,939,001..2,940,176(+)","methylthioribose-1-phosphate isomerase, putative","protein coding","Tb927.11.10990"
"Tb927.11.110","Tb927.11.110:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:13,566..14,216(-)","expression site-associated gene 9 (ESAG9) (pseudogene)","protein coding","Tb927.11.110"
"Tb927.11.1100","Tb927.11.1100:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:296,736..300,026(+)","cysteine peptidase, Clan CA, family C2, putative","protein coding","Tb927.11.1100"
"Tb927.11.11000","Tb927.11.11000:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,940,727..2,942,397(+)","Calponin homology (CH) domain containing protein, putative","protein coding","Tb927.11.11000"
"Tb927.11.11010","Tb927.11.11010:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,943,397..2,945,184(+)","hypothetical protein, conserved","protein coding","Tb927.11.11010"
"Tb927.11.11020","Tb927.11.11020:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,945,367..2,950,632(+)","hypothetical protein, conserved","protein coding","Tb927.11.11020"
"Tb927.11.11030","Tb927.11.11030:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,951,203..2,952,047(+)","exosome-associated protein 4","protein coding","Tb927.11.11030"
"Tb927.11.11040","Tb927.11.11040:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,952,148..2,953,199(+)","hypothetical protein, conserved","protein coding","Tb927.11.11040"
"Tb927.11.11050","Tb927.11.11050:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,953,316..2,954,626(+)","hypothetical protein, conserved","protein coding","Tb927.11.11050"
"Tb927.11.11075","Tb927.11.11075:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,966,152..2,966,548(+)","hypothetical protein","protein coding","NTCDS.Tb11.NT.125"
"Tb927.11.11080","Tb927.11.11080:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,966,724..2,971,255(+)","Nucleoporin NUP149","protein coding","Tb927.11.11080"
"Tb927.11.11090","Tb927.11.11090:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,971,377..2,975,796(+)","Nucleoporin NUP140","protein coding","Tb927.11.11090"
"Tb927.11.1110","Tb927.11.1110.1","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:310,409..316,981(+)","calpain, putative","protein coding","Tb927.11.1110"
"Tb927.11.11100","Tb927.11.11100:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,975,928..2,976,478(+)","glucosamine 6-phosphate N-acetyltransferase","protein coding","Tb927.11.11100"
"Tb927.11.11110","Tb927.11.11110:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,976,637..2,978,159(+)","Serine/threonine-protein kinase NEK20, putative","protein coding","Tb927.11.11110"
"Tb927.11.11120","Tb927.11.11120:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,978,281..2,979,357(+)","hypothetical protein, conserved","protein coding","Tb927.11.11120"
"Tb927.11.11130","Tb927.11.11130:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,979,458..2,980,054(+)","hypothetical protein, conserved","protein coding","Tb927.11.11130"
"Tb927.11.11135","Tb927.11.11135:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,980,153..2,980,821(+)","hypothetical protein","protein coding","NTCDS.Tb11.NT.126"
"Tb927.11.11140","Tb927.11.11140:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,980,938..2,983,929(+)","hypothetical protein","protein coding","Tb927.11.11140"
"Tb927.11.11150","Tb927.11.11150:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,985,144..2,986,136(+)","U5 snRNP-specific 40 kDa protein","protein coding","Tb927.11.11150"
"Tb927.11.11160","Tb927.11.11160:mRNA","Trypanosoma brucei brucei TREU927","Tb927_11_v5.1:2,986,249..2,989,391(+)","Low-affinity phosphate transporter PHO91 (fragment)","protein coding","Tb927.11.11160"
