"Gene_acc","Gene_id","bsf","pcf","rank_bsf","rank_pcf","Desc","prot_group"
"aa2983aa","Tb927.11.167","6.97","3.60","5728.00","711.00","ribosome associated membrane protein RAMP4, putative","PG2332"
"aa2984aa","Tb927.11.1670","6.20","6.46","4320.00","5366.00","cysteine desulfurase","PG2333"
"aa2985aa","Tb927.11.16700","4.76","3.88","1401.00","1881.00","hypothetical protein, conserved","PG2334"
"aa2986aa","Tb927.11.16710","3.20","6.71","46.00","5720.00","hypothetical protein, conserved","PG2335"
"aa2987aa","Tb927.11.16720","5.34","4.04","2289.00","2069.00","mitotic cyclin 6","PG2336"
"aa2988aa","Tb927.11.16730","7.62","8.18","6312.00","6576.00","dihydrolipoyl dehydrogenase","PG2337"
"aa2989aa","Tb927.11.16740","6.83","5.94","5516.00","4351.00","chaperone protein DnaJ, putative","PG2338"
"aa298aa","Tb11.v5.0193","6.16","6.03","4227.00","4553.00","hypothetical protein, conserved","PG143"
"aa2990aa","Tb927.11.16750","4.62","6.22","1277.00","4953.00","hypothetical protein, conserved","PG2339"
"aa2991aa","Tb927.11.16760","7.69","7.75","6333.00","6460.00","T-complex protein 1, alpha subunit, putative","PG2340"
"aa2992aa","Tb927.11.16770","6.86","7.15","5574.00","6137.00","glucosamine-6-phosphate isomerase, putative","PG2341"
"aa2993aa","Tb927.11.16790","5.56","5.30","2769.00","2994.00","mitogen-activated protein kinase","PG2342"
"aa2994aa","Tb927.11.1680","6.43","5.72","4863.00","3816.00","vesicular-fusion protein SEC18, putative","PG2343"
"aa2995aa","Tb927.11.16810","7.24","6.29","6028.00","5086.00","dynein light intermediate chain D1bLIC, putative","PG2344"
"aa2996aa","Tb927.11.16820","3.32","3.64","411.00","1024.00","hypothetical protein, conserved","PG2345"
"aa2997aa","Tb927.11.16830","7.56","7.31","6279.00","6251.00","Rab-like 5, small G protein","PG2346"
"aa2998aa","Tb927.11.16840","5.50","3.64","2624.00","1052.00","hypothetical protein, conserved","PG2347"
"aa2999aa","Tb927.11.16840","5.50","3.64","2624.00","1052.00","hypothetical protein, conserved","PG2347"
"aa299aa","Tb11.v5.0196","7.65","7.22","6324.00","6182.00","Proteasome subunit A N-terminal signature/Proteasome subunit, putative","PG144"
"aa29aa","Tb427.BES40.22","9.80","3.59","6643.00","538.00","Tb427.BES40.22","PG9"
"aa2aa","Tb11.57.0050","7.51","3.53","6247.00","142.00","expression site-associated gene 3 (ESAG3), frameshifted and degenerate","PG1"
"aa3000aa","Tb927.11.16850","5.06","3.86","1773.00","1850.00","Golgi transport complex subunit 5, putative","PG2348"
"aa3001aa","Tb927.11.16860","5.81","5.55","3375.00","3462.00","Guide RNA binding complex protein 3","PG2349"
"aa3002aa","Tb927.11.16870","6.12","6.87","4146.00","5889.00","NADH-ubiquinone oxidoreductase B8 subunit","PG2350"
"aa3003aa","Tb927.11.16880","6.33","6.16","4618.00","4822.00","leucine-rich repeat protein (LRRP), putative","PG2351"
"aa3004aa","Tb927.11.16890","6.31","5.98","4584.00","4439.00","Tetratricopeptide-like helical domain containing protein","PG2352"
"aa3005aa","Tb927.11.1690","5.56","3.62","2748.00","859.00","Emopamil binding protein, putative","PG2353"
"aa3006aa","Tb927.11.1690","5.56","3.62","2748.00","859.00","Emopamil binding protein, putative","PG2353"
"aa3007aa","Tb927.11.16900","6.16","5.86","4231.00","4174.00","hypothetical protein","PG2354"
"aa3008aa","Tb927.11.16910","3.22","4.54","82.00","2219.00","Serine hydrolase (FSH1)/RWD domain/50S ribosome-binding GTPase/GTPase of unknown function C-terminal, putative","PG2355"
"aa3009aa","Tb11.v5.0491","3.22","4.54","82.00","2219.00","Serine hydrolase (FSH1)/RWD domain/50S ribosome-binding GTPase, putative","PG2355"
"aa300aa","Tb927.10.6030","7.65","7.22","6324.00","6182.00","proteasome subunit alpha type-1, putative","PG144"
"aa3010aa","Tb927.11.16920","4.37","3.69","1086.00","1373.00","VSG exclusion protein 1","PG2356"
"aa3011aa","Tb927.11.16930","5.58","3.76","2823.00","1642.00","ABC transporter of the mitochondrion, putative","PG2357"
"aa3012aa","Tb927.11.16970","7.12","6.64","5894.00","5630.00","protein phosphatase 4, putative","PG2358"
"aa3013aa","Tb927.11.16980","6.01","5.01","3888.00","2574.00","chaperone protein DnaJ, putative","PG2359"
"aa3014aa","Tb927.11.170","3.26","5.24","162.00","2906.00","Mitoribosomal SSU assembly factor 15","PG2360"
"aa3015aa","Tb927.11.1700","6.51","6.36","5018.00","5187.00","hypothetical protein, conserved","PG2361"
"aa3016aa","Tb927.11.17000","8.05","7.84","6480.00","6495.00","AIR9-like protein","PG2362"
"aa3017aa","Tb11.v5.0404","8.05","7.84","6480.00","6495.00","hypothetical protein, conserved","PG2362"
"aa3018aa","Tb927.11.17010","6.01","3.50","3878.00","56.00","Rab5-interacting protein (Rab5ip), putative","PG2363"
"aa3019aa","Tb927.11.17015","3.33","6.71","430.00","5715.00","Cytochrome c oxidase assembly factor 6 homolog, putative","PG2364"
"aa301aa","Tb927.10.6060","7.89","7.55","6421.00","6377.00","universal minicircle sequence binding protein 2","PG145"
"aa3020aa","Tb927.11.17020","5.13","4.77","1899.00","2335.00","hypothetical protein, conserved","PG2365"
"aa3021aa","Tb927.11.17040","3.32","6.02","403.00","4516.00","procyclic-enriched flagellar receptor adenylate cyclase 1","PG2366"
"aa3022aa","Tb927.11.18690","3.32","6.02","403.00","4516.00","expression site-associated gene 4 (ESAG4) protein, putative","PG2366"
"aa3023aa","Tb927.11.1710","7.27","7.73","6059.00","6455.00","guide RNA-binding protein of 21 kDa","PG2367"
"aa3024aa","Tb927.11.1720","5.82","5.11","3386.00","2708.00","hypothetical protein, conserved","PG2368"
"aa3025aa","Tb927.11.1730","5.95","3.87","3733.00","1869.00","hypothetical protein","PG2369"
"aa3026aa","Tb927.11.1740","7.20","6.62","5987.00","5591.00","intraflagellar transport protein 88","PG2370"
"aa3027aa","Tb927.11.17440","5.09","3.56","1831.00","373.00","variant surface glycoprotein (VSG), degenerate","PG2371"
"aa3028aa","Tb927.11.1750","6.21","6.30","4342.00","5100.00","hypothetical protein, conserved","PG2372"
"aa3029aa","Tb927.11.17510","3.50","3.70","782.00","1418.00","variant surface glycoprotein (VSG, pseudogene), putative","PG2373"
"aa302aa","Tb11.v5.0199","7.89","7.55","6421.00","6377.00","universal minicircle sequence binding protein, putative","PG145"
"aa3030aa","Tb927.11.1760","3.19","5.23","16.00","2875.00","JmjC domain, hydroxylase, putative","PG2374"
"aa3031aa","Tb927.11.17650","3.32","3.63","408.00","952.00","variant surface glycoprotein (VSG), frameshifted, interrupted and point mutation","PG2375"
"aa3032aa","Tb927.11.1770","6.02","4.17","3909.00","2119.00","hypothetical protein, conserved","PG2376"
"aa3033aa","Tb927.11.17870","5.47","3.58","2564.00","526.00","variant surface glycoprotein (VSG), interrupted","PG2377"
"aa3034aa","Tb927.11.180","3.32","6.65","406.00","5640.00","electron transfer flavoprotein, putative","PG2378"
"aa3035aa","Tb927.11.1800","7.37","8.32","6156.00","6598.00","histone H1","PG2379"
"aa3036aa","Tb927.11.1820","6.27","6.30","4487.00","5096.00","translation initiation factor eIF2B delta subunit, putative","PG2380"
"aa3037aa","Tb927.11.1850","5.31","5.81","2222.00","4033.00","hypothetical protein, conserved","PG2381"
"aa3038aa","Tb11.1420","5.31","5.81","2222.00","4033.00","hypothetical protein","PG2381"
"aa3039aa","Tb11.1370.1-p1","5.31","5.81","2222.00","4033.00","Tb11.1370.1-p1","PG2381"
"aa303aa","Tb927.10.6080","7.14","6.85","5927.00","5873.00","proteasome subunit beta type-5, putative","PG146"
"aa3040aa","Tb927.11.1890","7.49","7.33","6235.00","6259.00","Serine-threonine kinase receptor-associated protein, putative","PG2382"
"aa3041aa","Tb927.11.190","6.12","6.58","4138.00","5544.00","elongation factor, putative","PG2383"
"aa3042aa","Tb927.11.1900","7.91","7.93","6431.00","6520.00","T-complex protein 1, beta subunit, putative","PG2384"
"aa3043aa","Tb927.11.1910","5.24","5.78","2093.00","3951.00","cation transporter protein, putative","PG2385"
"aa3044aa","Tb927.11.1930","5.69","3.99","3105.00","2028.00","ubiquitin carboxyl-terminal hydrolase, putative","PG2386"
"aa3045aa","Tb927.11.1940","3.45","5.61","719.00","3577.00","hypothetical protein, conserved","PG2387"
"aa3046aa","Tb927.11.1950","5.03","3.48","1729.00","20.00","hypothetical protein, conserved","PG2388"
"aa3047aa","Tb927.11.1960","6.66","5.71","5267.00","3804.00","leucine-rich repeat protein (LRRP), putative","PG2389"
"aa3048aa","Tb927.11.1970","5.02","6.10","1719.00","4696.00","hypothetical protein, conserved","PG2390"
"aa3049aa","Tb927.11.1980","7.72","7.55","6343.00","6378.00","zinc finger protein family member, putative","PG2391"
"aa304aa","Tb11.v5.0200","7.14","6.85","5927.00","5873.00","proteasome beta 5 subunit, putative","PG146"
"aa3050aa","Tb927.11.1990","7.11","7.10","5880.00","6099.00","arginyl-tRNA synthetase, putative","PG2392"
"aa3051aa","Tb927.11.200","6.20","3.91","4318.00","1933.00","DNA-directed RNA polymerase I subunit, putative","PG2393"
"aa3052aa","Tb927.11.2000","3.49","4.99","767.00","2548.00","Cupin-like domain containing protein, putative","PG2394"
"aa3053aa","Tb927.11.2010","4.56","4.99","1219.00","2549.00","hypothetical protein, conserved","PG2395"
"aa3054aa","Tb927.11.2020","3.31","3.92","379.00","1949.00","hypothetical protein, conserved","PG2396"
"aa3055aa","Tb927.11.2030","6.02","5.85","3919.00","4150.00","hypothetical protein, conserved","PG2397"
"aa3056aa","Tb927.11.2040","5.51","3.59","2646.00","550.00","STE/STE11 serine/threonine-protein kinase, putative","PG2398"
"aa3057aa","Tb927.11.2060","8.32","7.73","6566.00","6456.00","60S acidic ribosomal protein P0, putative","PG2399"
"aa3058aa","Tb927.11.2050","8.32","7.73","6566.00","6456.00","60S acidic ribosomal protein P0, putative","PG2399"
"aa3059aa","Tb927.11.2070","6.23","3.62","4394.00","845.00","Flagellum attachment zone protein 36","PG2400"
"aa305aa","Tb927.10.6110","5.25","3.89","2105.00","1910.00","hypothetical protein, conserved","PG147"
"aa3060aa","Tb927.11.20730","5.21","3.49","2041.00","38.00","glycerophosphoryl diester phosphodiesterase, putative","PG2401"
"aa3061aa","Tb927.11.2080","3.39","3.62","601.00","879.00","hypothetical protein, conserved","PG2402"
"aa3062aa","Tb927.11.2090","6.56","6.40","5099.00","5266.00","choline kinase","PG2403"
"aa3063aa","Tb927.11.210","5.55","4.29","2732.00","2153.00","hypothetical protein, conserved","PG2404"
"aa3064aa","Tb927.11.2100","5.11","5.34","1850.00","3075.00","Divergent AAA domain containing protein, putative","PG2405"
"aa3065aa","Tb927.11.2110","6.45","6.81","4891.00","5819.00","Snf7, putative","PG2406"
"aa3066aa","Tb927.11.2120","5.54","5.88","2706.00","4225.00","CBF/Mak21 family, putative","PG2407"
"aa3067aa","Tb927.11.2130","7.17","6.85","5964.00","5870.00","proteasome regulatory non-ATP-ase subunit 3","PG2408"
"aa3068aa","Tb927.11.2140","6.19","5.71","4309.00","3796.00","cyclic nucleotide-binding domain containing protein, putative","PG2409"
"aa3069aa","Tb927.11.2150","5.55","5.33","2714.00","3050.00","hypothetical protein, conserved","PG2410"
"aa306aa","Tb11.v5.0203","5.25","3.89","2105.00","1910.00","hypothetical protein, conserved","PG147"
"aa3070aa","Tb927.11.2180","3.20","4.80","31.00","2354.00","Mitoribosomal SSU assembly factor 10","PG2411"
"aa3071aa","Tb927.11.2190","6.26","3.63","4453.00","962.00","MICOS complex subunit MIC10-2","PG2412"
"aa3072aa","Tb927.11.220","3.33","3.70","454.00","1409.00","hypothetical protein, conserved","PG2413"
"aa3073aa","Tb927.11.2200","6.82","6.29","5511.00","5069.00","DNA-directed RNA polymerase II, putative","PG2414"
"aa3074aa","Tb927.11.2210","5.20","3.53","2009.00","159.00","diacylglycerol acyltransferase, putative","PG2415"
"aa3075aa","Tb927.11.2220","5.31","3.69","2234.00","1330.00","Mitoribosomal SSU assembly factor 17","PG2416"
"aa3076aa","Tb927.11.2230","6.61","6.33","5192.00","5138.00","carnitine O-acetyltransferase, putative","PG2417"
"aa3077aa","Tb927.11.2235","5.75","6.43","3242.00","5329.00","hypothetical protein","PG2418"
"aa3078aa","Tb927.11.2240","5.58","5.24","2821.00","2902.00","hypothetical protein, conserved","PG2419"
"aa3079aa","Tb927.11.2245","6.54","6.69","5074.00","5693.00","hypothetical protein","PG2420"
"aa307aa","Tb927.10.6120","3.53","5.50","802.00","3354.00","Peptidase M76 family, putative","PG148"
"aa3080aa","Tb927.11.2250","6.96","6.46","5715.00","5365.00","conserved protein, unknown function","PG2421"
"aa3081aa","Tb927.11.2260","6.98","6.66","5730.00","5644.00","Eukaryotic translation initiation factor 4E-1","PG2422"
"aa3082aa","Tb927.11.2270","6.59","6.20","5155.00","4928.00","inner dynein arm I1 intermediate chain, axonemal","PG2423"
"aa3083aa","Tb927.11.2280","5.94","6.02","3712.00","4511.00","BRO1-like domain/ALIX V-shaped domain binding to HIV, putative","PG2424"
"aa3084aa","Tb927.11.2290","4.66","3.68","1310.00","1267.00","hypothetical protein, conserved","PG2425"
"aa3085aa","Tb927.11.230","5.96","5.09","3752.00","2686.00","cleavage and polyadenylation specificity factor subunit 2","PG2426"
"aa3086aa","Tb927.11.2300","7.12","6.82","5893.00","5841.00","eukaryotic peptide chain release factor subunit 1, putative","PG2427"
"aa3087aa","Tb927.11.2320","5.79","3.55","3323.00","235.00","Hereditary spastic paraplegia protein strumpellin, putative","PG2428"
"aa3088aa","Tb927.11.2330","5.94","5.47","3718.00","3317.00","molybdopterin synthase sulphurylase protein, putative","PG2429"
"aa3089aa","Tb927.11.2340","6.18","5.72","4278.00","3820.00","hypothetical protein, conserved","PG2430"
"aa308aa","Tb11.v5.0204","3.53","5.50","802.00","3354.00","Peptidase M76 family, putative","PG148"
"aa3090aa","Tb927.11.2350","4.97","3.56","1644.00","308.00","hypothetical protein, conserved","PG2431"
"aa3091aa","Tb927.11.2360","7.15","6.97","5936.00","5982.00","phenylalanyl-tRNA synthetase (beta subunit), putative","PG2432"
"aa3092aa","Tb927.11.2370","6.51","6.25","5028.00","5008.00","mRNA export factor MEX67","PG2433"
"aa3093aa","Tb927.11.2380","6.18","5.84","4265.00","4124.00","phosphoglycerate kinase, putative","PG2434"
"aa3094aa","Tb927.11.240","4.63","5.88","1286.00","4208.00","hypothetical protein, conserved","PG2435"
"aa3095aa","Tb927.11.2400","7.42","3.58","6193.00","440.00","Flabarin-like protein","PG2436"
"aa3096aa","Tb927.11.2410","4.95","7.96","1620.00","6526.00","Flabarin, putative","PG2437"
"aa3097aa","Tb927.11.2420","5.98","6.26","3805.00","5020.00","Tubulin-tyrosine ligase family, putative","PG2438"
"aa3098aa","Tb927.11.2390","5.98","6.26","3805.00","5020.00","Tubulin-tyrosine ligase family, putative","PG2438"
"aa3099aa","Tb927.11.2430","6.88","5.84","5600.00","4112.00","Cytoplasmic dynein 2 heavy chain (DYNC2H2), putative","PG2439"
"aa309aa","Tb927.10.6130","5.21","3.56","2040.00","346.00","hypothetical protein, conserved","PG149"
"aa30aa","Tb427.BES40.3","8.02","3.62","6465.00","882.00","Tb427.BES40.3","PG10"
"aa3100aa","Tb927.11.2440","6.10","5.88","4114.00","4209.00","Tubulin cofactor C domain-containing protein 1","PG2440"
"aa3101aa","Tb927.11.2465","3.27","6.66","217.00","5653.00","hypothetical protein","PG2441"
"aa3102aa","Tb927.11.2470","7.50","7.23","6239.00","6191.00","metallo-peptidase, Clan MF, Family M17","PG2442"
"aa3103aa","Tb927.11.2490","6.28","5.30","4517.00","2997.00","Unc104-like kinesin, putative","PG2443"
"aa3104aa","Tb927.11.250","6.67","6.49","5291.00","5419.00","ubiquitin carboxyl-terminal hydrolase, putative","PG2444"
"aa3105aa","Tb927.11.2500","7.35","7.54","6139.00","6367.00","Metallocarboxypeptidase 1","PG2445"
"aa3106aa","Tb927.11.2510","5.49","5.53","2605.00","3435.00","NUC173 domain containing protein, putative","PG2446"
"aa3107aa","Tb927.11.2520","6.69","6.00","5320.00","4486.00","UDP-n-acetylglucosamine pyrophosphorylase","PG2447"
"aa3108aa","Tb927.11.2530","5.47","6.27","2560.00","5034.00","Mitochondrial SSU ribosomal protein, putative","PG2448"
"aa3109aa","Tb927.11.2540","7.04","6.90","5799.00","5927.00","hypothetical protein, conserved","PG2449"
"aa310aa","Tb11.v5.0205","5.21","3.56","2040.00","346.00","hypothetical protein, conserved","PG149"
"aa3110aa","Tb927.11.2550","5.16","3.94","1954.00","1979.00","recombinase rad51, putative","PG2450"
"aa3111aa","Tb927.11.2560","3.32","3.75","393.00","1609.00","hypothetical protein, conserved","PG2451"
"aa3112aa","Tb927.11.2570","6.87","6.66","5577.00","5651.00","hypothetical protein, conserved","PG2452"
"aa3113aa","Tb927.11.2580","5.63","6.47","2938.00","5393.00","Present in the outer mitochondrial membrane proteome 11","PG2453"
"aa3114aa","Tb927.11.2590","5.57","5.08","2793.00","2676.00","Flagellum attachment zone protein 12","PG2454"
"aa3115aa","Tb927.11.260","6.82","6.43","5513.00","5330.00","Putative intraflagellar transport protein F6","PG2455"
"aa3116aa","Tb927.11.2600","5.66","5.23","3034.00","2891.00","hypothetical protein, conserved","PG2456"
"aa3117aa","Tb927.11.2610","8.32","7.93","6567.00","6519.00","hypothetical protein, conserved","PG2457"
"aa3118aa","Tb927.11.2620","5.69","5.31","3094.00","3015.00","hypothetical protein, conserved","PG2458"
"aa3119aa","Tb927.11.2630","5.35","5.25","2305.00","2924.00","diphthamide biosynthesis enzyme Dph1/Dph2 domain containing protein, putative","PG2459"
"aa311aa","Tb927.10.6140","4.79","3.64","1431.00","1041.00","phosphatidylinositolN- acetylglucosaminyltransferase subunit c, putative","PG150"
"aa3120aa","Tb927.11.2640","5.93","5.55","3680.00","3460.00","Nucleolar protein 53","PG2460"
"aa3121aa","Tb927.11.2650","7.87","7.58","6416.00","6388.00","heat shock protein 84, putative","PG2461"
"aa3122aa","Tb927.11.2660","6.24","5.70","4413.00","3770.00","Golgi reassembly stacking protein (GRASP homologue), putative","PG2462"
"aa3123aa","Tb927.11.2670","7.16","7.03","5953.00","6043.00","Nucleoporin NUP59","PG2463"
"aa3124aa","Tb927.11.2680","3.30","3.84","345.00","1810.00","ATP synthase regulation protein NCA2, putative","PG2464"
"aa3125aa","Tb927.11.2690","7.28","7.67","6067.00","6424.00","Succinyl-CoA:3-ketoacid coenzyme A transferase, mitochondrial","PG2465"
"aa3126aa","Tb927.11.270","4.43","5.73","1121.00","3853.00","mitochondrial carrier protein","PG2466"
"aa3127aa","Tb927.11.2710","3.68","3.55","893.00","285.00","Cell division cycle 45","PG2467"
"aa3128aa","Tb927.11.2730","6.50","6.17","5007.00","4857.00","UDP-galactose 4-epimerase","PG2468"
"aa3129aa","Tb927.11.2740","6.05","5.88","3985.00","4207.00","hypothetical protein, conserved","PG2469"
"aa312aa","Tb11.v5.0206","4.79","3.64","1431.00","1041.00","phosphatidylinositolN-acetylglucosaminyltransferase, putative","PG150"
"aa3130aa","Tb927.11.2750","6.88","7.13","5607.00","6116.00","Present in the outer mitochondrial membrane proteome 12","PG2470"
