Tb927.9.13440	Tb927_09_v5.1:2132976..2133162:r	Tb927_09_v5.1:2127479..2128238:r
Tb927.4.1740	Tb927_04_v5.1:442989..443235:r	Tb927_04_v5.1:441557..441719:r
Tb927.4.1750	Tb927_04_v5.1:444348..444389:r	Tb927_04_v5.1:443377..443537:r
Tb927.4.1730	Tb927_04_v5.1:440697..440785:r	Tb927_04_v5.1:439815..440216:r
Tb927.4.1700	Tb927_04_v5.1:436216..436245:r	Tb927_04_v5.1:433156..434136:r
Tb927.4.1670	Tb927_04_v5.1:428851..428890:r	Tb927_04_v5.1:427934..428388:r
Tb927.4.1650	Tb927_04_v5.1:423581..423604:r	Tb927_04_v5.1:420506..421894:r
Tb927.4.1630	Tb927_04_v5.1:418549..418559:r	Tb927_04_v5.1:416007..416436:r
Tb927.4.1810	Tb927_04_v5.1:452825..452908:r	Tb927_04_v5.1:452164..452479:r
Tb927.4.4880	Tb927_04_v5.1:1335243..1335748:r	Tb927_04_v5.1:1331253..1332659:r
Tb927.4.4870	Tb927_04_v5.1:1330547..1330621:r	Tb927_04_v5.1:1328804..1329190:r
Tb927.4.4900	Tb927_04_v5.1:1342793..1342943:r	Tb927_04_v5.1:1339429..1341283:r
Tb927.4.4920	Tb927_04_v5.1:1347977..1347995:r	Tb927_04_v5.1:1346406..1347199:r
Tb927.4.150	Tb927_04_v5.1:17748..17999	Tb927_04_v5.1:18426..18557
Tb927.4.310	Tb927_04_v5.1:100723..100909:r	Tb927_04_v5.1:80336..80880:r
Tb927.4.320	Tb927_04_v5.1:102564..102615:r	Tb927_04_v5.1:100992..101306:r
Tb927.4.330	Tb927_04_v5.1:104080..104119:r	Tb927_04_v5.1:102732..102939:r
Tb927.4.340	Tb927_04_v5.1:105084..105112:r	Tb927_04_v5.1:104255..104393:r
Tb927.4.370	Tb927_04_v5.1:111737..111757:r	Tb927_04_v5.1:110223..110515:r
Tb927.4.380	Tb927_04_v5.1:113864..113899:r	Tb927_04_v5.1:111843..112861:r
Tb927.4.400	Tb927_04_v5.1:116649..116703:r	Tb927_04_v5.1:114771..115493:r
Tb927.4.420	Tb927_04_v5.1:127093..127491:r	Tb927_04_v5.1:118450..119853:r
Tb927.4.430	Tb927_04_v5.1:128729..129046:r	Tb927_04_v5.1:127653..128071:r
Tb927.4.450	Tb927_04_v5.1:134798..134824:r	Tb927_04_v5.1:130348..131218:r
Tb927.4.460	Tb927_04_v5.1:136128..136155:r	Tb927_04_v5.1:134928..135155:r
Tb927.4.480	Tb927_04_v5.1:139127..139307:r	Tb927_04_v5.1:138240..138427:r
Tb927.4.490	Tb927_04_v5.1:141628..141676:r	Tb927_04_v5.1:139397..139980:r
Tb927.4.520	Tb927_04_v5.1:145494..145537:r	Tb927_04_v5.1:144595..144881:r
Tb927.4.530	Tb927_04_v5.1:147518..147618:r	Tb927_04_v5.1:145688..145984:r
Tb927.4.540	Tb927_04_v5.1:150293..150343:r	Tb927_04_v5.1:148468..148744:r
Tb927.4.560	Tb927_04_v5.1:164302..164577:r	Tb927_04_v5.1:151286..151602:r
Tb927.4.570	Tb927_04_v5.1:166889..166905:r	Tb927_04_v5.1:164711..165136:r
Tb927.4.580	Tb927_04_v5.1:168475..168539:r	Tb927_04_v5.1:166981..167193:r
Tb927.4.590	Tb927_04_v5.1:171587..171787:r	Tb927_04_v5.1:168632..169129:r
Tb927.4.600	Tb927_04_v5.1:173041..173219:r	Tb927_04_v5.1:171889..172086:r
Tb927.4.630	Tb927_04_v5.1:184739..184754:r	Tb927_04_v5.1:183556..183832:r
Tb927.4.650	Tb927_04_v5.1:187701..187718:r	Tb927_04_v5.1:186557..186962:r
Tb927.4.660	Tb927_04_v5.1:190047..190089:r	Tb927_04_v5.1:187805..187982:r
Tb927.4.670	Tb927_04_v5.1:193550..193674:r	Tb927_04_v5.1:191415..191590:r
Tb927.4.690	Tb927_04_v5.1:196567..196571:r	Tb927_04_v5.1:195093..195567:r
Tb927.4.710	Tb927_04_v5.1:201682..202244:r	Tb927_04_v5.1:197975..200856:r
Tb927.4.730	Tb927_04_v5.1:205140..205158:r	Tb927_04_v5.1:203433..203660:r
Tb927.4.750	Tb927_04_v5.1:207866..208041:r	Tb927_04_v5.1:207073..207427:r
Tb927.4.760	Tb927_04_v5.1:211090..211289:r	Tb927_04_v5.1:208139..208683:r
Tb927.4.770	Tb927_04_v5.1:216041..216207:r	Tb927_04_v5.1:211403..212179:r
Tb927.4.780	Tb927_04_v5.1:216943..217261:r	Tb927_04_v5.1:216313..216684:r
Tb927.4.790	Tb927_04_v5.1:218798..219116:r	Tb927_04_v5.1:217456..218134:r
Tb927.4.830	Tb927_04_v5.1:233064..233074:r	Tb927_04_v5.1:232347..232772:r
Tb927.4.920	Tb927_04_v5.1:260075..260159:r	Tb927_04_v5.1:259145..259312:r
Tb927.4.950	Tb927_04_v5.1:263093..263156:r	Tb927_04_v5.1:261979..262117:r
Tb927.4.960	Tb927_04_v5.1:266978..267055:r	Tb927_04_v5.1:263223..263440:r
Tb927.4.970	Tb927_04_v5.1:267913..267982:r	Tb927_04_v5.1:267155..267243:r
Tb927.4.990	Tb927_04_v5.1:271299..271358:r	Tb927_04_v5.1:270081..270245:r
Tb927.4.1020	Tb927_04_v5.1:278113..278244:r	Tb927_04_v5.1:276036..276639:r
Tb927.4.1030	Tb927_04_v5.1:279580..279660:r	Tb927_04_v5.1:278366..278751:r
Tb927.4.1060	Tb927_04_v5.1:285981..286034:r	Tb927_04_v5.1:282546..282674:r
Tb927.4.1080	Tb927_04_v5.1:289968..290176:r	Tb927_04_v5.1:287273..288134:r
Tb927.4.1120	Tb927_04_v5.1:297871..297920:r	Tb927_04_v5.1:295799..296343:r
Tb927.4.1130	Tb927_04_v5.1:299327..299342:r	Tb927_04_v5.1:298694..298828:r
Tb927.4.1140	Tb927_04_v5.1:301943..302033:r	Tb927_04_v5.1:299464..300196:r
Tb927.4.1150	Tb927_04_v5.1:304640..304677:r	Tb927_04_v5.1:302157..302413:r
Tb927.4.1160	Tb927_04_v5.1:309531..309661:r	Tb927_04_v5.1:304774..306803:r
Tb927.4.1170	Tb927_04_v5.1:310821..310844:r	Tb927_04_v5.1:309742..309800:r
Tb927.4.1190	Tb927_04_v5.1:312827..312865:r	Tb927_04_v5.1:312136..312214:r
Tb927.4.1220	Tb927_04_v5.1:328916..329060:r	Tb927_04_v5.1:327881..328132:r
Tb927.4.1230	Tb927_04_v5.1:330304..330329:r	Tb927_04_v5.1:329169..329307:r
Tb927.4.1240	Tb927_04_v5.1:331418..331543:r	Tb927_04_v5.1:330443..331063:r
Tb927.4.1300	Tb927_04_v5.1:342777..342969:r	Tb927_04_v5.1:340714..341651:r
Tb927.4.1320	Tb927_04_v5.1:347912..348084:r	Tb927_04_v5.1:344769..345184:r
Tb927.4.1330	Tb927_04_v5.1:351328..351475:r	Tb927_04_v5.1:348202..349236:r
Tb927.4.1420	Tb927_04_v5.1:368345..368424:r	Tb927_04_v5.1:367524..367939:r
Tb927.4.1450	Tb927_04_v5.1:372709..372774:r	Tb927_04_v5.1:371364..371442:r
Tb927.4.1460	Tb927_04_v5.1:374653..374790:r	Tb927_04_v5.1:372875..373161:r
Tb927.4.1470	Tb927_04_v5.1:375491..375503:r	Tb927_04_v5.1:374891..375058:r
Tb927.4.1490	Tb927_04_v5.1:380872..380937:r	Tb927_04_v5.1:378773..379059:r
Tb927.4.1510	Tb927_04_v5.1:392202..392209:r	Tb927_04_v5.1:388117..388958:r
Tb927.4.1530	Tb927_04_v5.1:396308..396339:r	Tb927_04_v5.1:393227..393394:r
Tb927.4.1560	Tb927_04_v5.1:406027..406107:r	Tb927_04_v5.1:403627..404418:r
Tb927.4.1580	Tb927_04_v5.1:408565..408643:r	Tb927_04_v5.1:407519..407934:r
Tb927.4.1660	Tb927_04_v5.1:427091..427751:r	Tb927_04_v5.1:424368..425932:r
Tb927.4.1680	Tb927_04_v5.1:431043..431074:r	Tb927_04_v5.1:429009..429632:r
Tb927.4.1840	Tb927_04_v5.1:461759..462069:r	Tb927_04_v5.1:456621..459436:r
Tb927.4.1850	Tb927_04_v5.1:464352..464483:r	Tb927_04_v5.1:462133..462614:r
Tb927.4.1870	Tb927_04_v5.1:469469..469837:r	Tb927_04_v5.1:466691..468187:r
Tb927.4.1880	Tb927_04_v5.1:474005..474068:r	Tb927_04_v5.1:469989..473083:r
Tb927.4.1920	Tb927_04_v5.1:489342..489454:r	Tb927_04_v5.1:486895..487280:r
Tb927.4.1910	Tb927_04_v5.1:486504..486810:r	Tb927_04_v5.1:479167..485771:r
Tb927.4.1960	Tb927_04_v5.1:496988..497007:r	Tb927_04_v5.1:495706..495943:r
Tb927.4.1980	Tb927_04_v5.1:502464..502470:r	Tb927_04_v5.1:499276..499916:r
Tb927.4.1990	Tb927_04_v5.1:504608..504741:r	Tb927_04_v5.1:502559..502726:r
Tb927.4.2000	Tb927_04_v5.1:506772..506842:r	Tb927_04_v5.1:504810..505346:r
Tb927.4.2030	Tb927_04_v5.1:511107..511274:r	Tb927_04_v5.1:510010..510452:r
Tb927.4.2060	Tb927_04_v5.1:516259..516448:r	Tb927_04_v5.1:513441..514497:r
Tb927.4.2070	Tb927_04_v5.1:530623..530993:r	Tb927_04_v5.1:517009..517254:r
Tb927.4.2080	Tb927_04_v5.1:535338..535378:r	Tb927_04_v5.1:532161..532616:r
Tb927.4.2110	Tb927_04_v5.1:546576..546878	Tb927_04_v5.1:547824..550130
Tb927.4.2180	Tb927_04_v5.1:560586..560643	Tb927_04_v5.1:561094..561307
Tb927.4.2190	Tb927_04_v5.1:563466..563595	Tb927_04_v5.1:565372..566104
Tb927.4.2200	Tb927_04_v5.1:566222..566452	Tb927_04_v5.1:571469..571696
Tb927.4.2220	Tb927_04_v5.1:574657..574675	Tb927_04_v5.1:576794..579218
Tb927.4.2230	Tb927_04_v5.1:579334..579353	Tb927_04_v5.1:580884..581276
Tb927.4.2250	Tb927_04_v5.1:583275..583449	Tb927_04_v5.1:584452..584885
Tb927.4.2260	Tb927_04_v5.1:585008..585250	Tb927_04_v5.1:585800..586383
Tb927.4.2265	Tb927_04_v5.1:587010..587498	Tb927_04_v5.1:588063..591500
Tb927.4.2290	Tb927_04_v5.1:595258..595289	Tb927_04_v5.1:596949..597594
Tb927.4.2300	Tb927_04_v5.1:597683..597748	Tb927_04_v5.1:599870..601117
Tb927.4.2330	Tb927_04_v5.1:605856..606115	Tb927_04_v5.1:606345..606687
Tb927.4.2340	Tb927_04_v5.1:606845..606858	Tb927_04_v5.1:608398..608502
Tb927.4.2360	Tb927_04_v5.1:610188..610193	Tb927_04_v5.1:611157..611532
Tb927.4.2370	Tb927_04_v5.1:611643..611656	Tb927_04_v5.1:613376..613623
Tb927.4.2380	Tb927_04_v5.1:613740..613830	Tb927_04_v5.1:615706..616220
Tb927.4.2390	Tb927_04_v5.1:616426..616566	Tb927_04_v5.1:618796..619081
Tb927.4.2410	Tb927_04_v5.1:624159..624604	Tb927_04_v5.1:628052..630477
Tb927.4.2420	Tb927_04_v5.1:630638..630694	Tb927_04_v5.1:631118..631359
Tb927.4.2450	Tb927_04_v5.1:636609..636839	Tb927_04_v5.1:638082..638824
Tb927.4.2460	Tb927_04_v5.1:638931..639438	Tb927_04_v5.1:643300..646161
Tb927.4.2490	Tb927_04_v5.1:652828..652952	Tb927_04_v5.1:654306..654651
Tb927.4.2530	Tb927_04_v5.1:667723..667857	Tb927_04_v5.1:668335..669794
Tb927.4.2560	Tb927_04_v5.1:672466..672652	Tb927_04_v5.1:674573..675503
Tb927.4.2570	Tb927_04_v5.1:675643..675686	Tb927_04_v5.1:677028..677502
Tb927.4.2580	Tb927_04_v5.1:677585..677635	Tb927_04_v5.1:680684..681307
Tb927.4.2600	Tb927_04_v5.1:687034..687073	Tb927_04_v5.1:691961..693129
Tb927.4.2620	Tb927_04_v5.1:693254..693277	Tb927_04_v5.1:694010..694573
Tb927.4.2650	Tb927_04_v5.1:702625..702633	Tb927_04_v5.1:704263..706342
Tb927.4.2710	Tb927_04_v5.1:714980..715142	Tb927_04_v5.1:715635..716278
Tb927.4.2730	Tb927_04_v5.1:719265..719311	Tb927_04_v5.1:721724..722818
Tb927.4.2740	Tb927_04_v5.1:722919..723053	Tb927_04_v5.1:723507..725492
Tb927.4.2750	Tb927_04_v5.1:726114..726420	Tb927_04_v5.1:727321..730496
Tb927.4.2760	Tb927_04_v5.1:731104..731458	Tb927_04_v5.1:733478..734023
Tb927.4.2770	Tb927_04_v5.1:734160..734313	Tb927_04_v5.1:735340..735715
Tb927.4.2790	Tb927_04_v5.1:738729..738780	Tb927_04_v5.1:740491..740812
Tb927.4.2800	Tb927_04_v5.1:740935..741016	Tb927_04_v5.1:742478..744883
Tb927.4.2820	Tb927_04_v5.1:745030..745473	Tb927_04_v5.1:748480..749202
Tb927.4.2830	Tb927_04_v5.1:749373..749452	Tb927_04_v5.1:750149..750326
Tb927.4.2840	Tb927_04_v5.1:750447..750489	Tb927_04_v5.1:751240..751516
Tb927.4.2880	Tb927_04_v5.1:758218..758291	Tb927_04_v5.1:764505..764930
Tb927.4.2910	Tb927_04_v5.1:771372..771651	Tb927_04_v5.1:773407..774594
Tb927.4.2920	Tb927_04_v5.1:774722..774788	Tb927_04_v5.1:777690..778385
Tb927.4.2935	Tb927_04_v5.1:779760..780446	Tb927_04_v5.1:780699..781000
Tb927.4.2940	Tb927_04_v5.1:781118..781172	Tb927_04_v5.1:782160..782308
Tb927.4.2950	Tb927_04_v5.1:782454..782475	Tb927_04_v5.1:785353..786560
Tb927.4.2960	Tb927_04_v5.1:786659..786735	Tb927_04_v5.1:787102..787903
Tb927.4.2980	Tb927_04_v5.1:790130..790178	Tb927_04_v5.1:790839..791056
Tb927.4.2990	Tb927_04_v5.1:791170..791218	Tb927_04_v5.1:795089..795464
Tb927.4.3000	Tb927_04_v5.1:795583..795638	Tb927_04_v5.1:796944..797196
Tb927.4.3010	Tb927_04_v5.1:797295..797539	Tb927_04_v5.1:798155..798372
Tb927.4.3020	Tb927_04_v5.1:798455..798556	Tb927_04_v5.1:802880..803146
Tb927.4.3040	Tb927_04_v5.1:804976..805020	Tb927_04_v5.1:805639..807017
Tb927.4.3050	Tb927_04_v5.1:807155..809005	Tb927_04_v5.1:809327..809545
Tb927.4.3060	Tb927_04_v5.1:809811..810075	Tb927_04_v5.1:810523..812027
Tb927.4.3110	Tb927_04_v5.1:818602..818646	Tb927_04_v5.1:819907..820094
Tb927.4.3130	Tb927_04_v5.1:824140..824257	Tb927_04_v5.1:825086..825590
Tb927.4.3140	Tb927_04_v5.1:825683..825952	Tb927_04_v5.1:827360..827508
Tb927.4.3170	Tb927_04_v5.1:835004..835157	Tb927_04_v5.1:837849..839270
Tb927.4.3180	Tb927_04_v5.1:839368..839373	Tb927_04_v5.1:840022..840437
Tb927.4.3300	Tb927_04_v5.1:864654..864705:r	Tb927_04_v5.1:862164..862493:r
Tb927.4.3310	Tb927_04_v5.1:867235..867253:r	Tb927_04_v5.1:864807..865212:r
Tb927.4.3320	Tb927_04_v5.1:870059..870178:r	Tb927_04_v5.1:868360..869335:r
Tb927.4.3380	Tb927_04_v5.1:883518..883625:r	Tb927_04_v5.1:879628..880013:r
Tb927.4.3400	Tb927_04_v5.1:888476..888487:r	Tb927_04_v5.1:886316..886657:r
Tb927.4.3410	Tb927_04_v5.1:891789..891819:r	Tb927_04_v5.1:888573..889457:r
Tb927.4.3420	Tb927_04_v5.1:894149..894355:r	Tb927_04_v5.1:891911..892336:r
Tb927.4.3470	Tb927_04_v5.1:901639..901815:r	Tb927_04_v5.1:899635..899832:r
Tb927.4.3520	Tb927_04_v5.1:906967..907025:r	Tb927_04_v5.1:905935..906429:r
Tb927.4.3530	Tb927_04_v5.1:909547..909641:r	Tb927_04_v5.1:907084..907281:r
Tb927.4.3560	Tb927_04_v5.1:914555..914813:r	Tb927_04_v5.1:912564..913573:r
Tb927.4.3600	Tb927_04_v5.1:918335..918388:r	Tb927_04_v5.1:917964..918022:r
Tb927.4.3610	Tb927_04_v5.1:919229..919499:r	Tb927_04_v5.1:918450..918598:r
Tb927.4.3630	Tb927_04_v5.1:924534..924699:r	Tb927_04_v5.1:922847..923648:r
Tb927.4.3680	Tb927_04_v5.1:932595..932598:r	Tb927_04_v5.1:931696..931754:r
Tb927.4.3690	Tb927_04_v5.1:934154..934209:r	Tb927_04_v5.1:932676..932833:r
Tb927.4.3720	Tb927_04_v5.1:938763..938767:r	Tb927_04_v5.1:937905..938072:r
Tb927.4.3740	Tb927_04_v5.1:945123..945234:r	Tb927_04_v5.1:939625..940043:r
Tb927.4.3750	Tb927_04_v5.1:973286..973379	Tb927_04_v5.1:977091..977729
Tb927.4.3770	Tb927_04_v5.1:988070..988085:r	Tb927_04_v5.1:983488..986611:r
Tb927.4.3830	Tb927_04_v5.1:1001619..1001632:r	Tb927_04_v5.1:1001052..1001141:r
Tb927.4.3870	Tb927_04_v5.1:1016127..1016229:r	Tb927_04_v5.1:1011804..1012427:r
Tb927.4.3880	Tb927_04_v5.1:1021294..1021363:r	Tb927_04_v5.1:1017005..1017588:r
Tb927.4.3900	Tb927_04_v5.1:1028304..1028309:r	Tb927_04_v5.1:1026800..1027106:r
Tb927.4.3910	Tb927_04_v5.1:1032424..1032580:r	Tb927_04_v5.1:1028416..1030059:r
Tb927.4.3920	Tb927_04_v5.1:1037055..1037088:r	Tb927_04_v5.1:1033237..1033814:r
Tb927.4.3990	Tb927_04_v5.1:1061244..1061756:r	Tb927_04_v5.1:1058819..1059788:r
Tb927.4.4010	Tb927_04_v5.1:1067867..1068379:r	Tb927_04_v5.1:1065125..1066411:r
Tb927.4.4030	Tb927_04_v5.1:1072662..1072781:r	Tb927_04_v5.1:1070858..1071095:r
Tb927.4.4040	Tb927_04_v5.1:1074670..1074828:r	Tb927_04_v5.1:1072897..1073889:r
Tb927.4.4060	Tb927_04_v5.1:1081145..1081233:r	Tb927_04_v5.1:1077729..1078312:r
Tb927.4.4100	Tb927_04_v5.1:1087647..1087650:r	Tb927_04_v5.1:1085883..1086026:r
Tb927.4.4110	Tb927_04_v5.1:1089918..1089947:r	Tb927_04_v5.1:1088307..1088378:r
Tb927.4.4120	Tb927_04_v5.1:1090512..1090609:r	Tb927_04_v5.1:1090030..1090112:r
Tb927.4.4140	Tb927_04_v5.1:1097174..1097248:r	Tb927_04_v5.1:1094035..1095184:r
Tb927.4.4160	Tb927_04_v5.1:1103945..1103985:r	Tb927_04_v5.1:1100729..1101253:r
Tb927.4.4180	Tb927_04_v5.1:1108494..1108610:r	Tb927_04_v5.1:1105230..1105994:r
Tb927.4.4190	Tb927_04_v5.1:1110314..1110370:r	Tb927_04_v5.1:1108710..1109839:r
Tb927.4.4210	Tb927_04_v5.1:1114534..1114570:r	Tb927_04_v5.1:1111485..1111899:r
Tb927.4.4220	Tb927_04_v5.1:1118149..1118160:r	Tb927_04_v5.1:1114700..1116456:r
Tb927.4.4230	Tb927_04_v5.1:1124074..1124885:r	Tb927_04_v5.1:1119525..1121805:r
Tb927.4.4240	Tb927_04_v5.1:1126472..1126480:r	Tb927_04_v5.1:1124974..1125478:r
Tb927.4.4260	Tb927_04_v5.1:1131026..1131034:r	Tb927_04_v5.1:1129648..1130032:r
Tb927.4.4250	Tb927_04_v5.1:1128984..1129115:r	Tb927_04_v5.1:1127099..1127828:r
Tb927.4.4270	Tb927_04_v5.1:1133538..1133539:r	Tb927_04_v5.1:1131613..1132382:r
Tb927.4.4290	Tb927_04_v5.1:1137267..1137283:r	Tb927_04_v5.1:1135694..1136108:r
Tb927.4.4340	Tb927_04_v5.1:1145765..1145849:r	Tb927_04_v5.1:1144427..1144666:r
Tb927.4.4360	Tb927_04_v5.1:1149000..1149072:r	Tb927_04_v5.1:1147252..1148066:r
Tb927.4.4380	Tb927_04_v5.1:1157508..1157607:r	Tb927_04_v5.1:1154053..1155026:r
Tb927.4.4390	Tb927_04_v5.1:1159038..1160428:r	Tb927_04_v5.1:1158418..1158482:r
Tb927.4.4410	Tb927_04_v5.1:1171909..1171942:r	Tb927_04_v5.1:1167569..1168173:r
Tb927.4.4430	Tb927_04_v5.1:1181604..1181631:r	Tb927_04_v5.1:1177275..1177871:r
Tb927.4.4440	Tb927_04_v5.1:1186467..1186489:r	Tb927_04_v5.1:1182113..1182722:r
Tb927.4.4450	Tb927_04_v5.1:1191189..1191260:r	Tb927_04_v5.1:1186986..1187585:r
Tb927.4.4460	Tb927_04_v5.1:1195743..1195765:r	Tb927_04_v5.1:1191451..1191875:r
Tb927.4.4470	Tb927_04_v5.1:1200117..1200167:r	Tb927_04_v5.1:1195876..1196300:r
Tb927.4.4480	Tb927_04_v5.1:1206768..1206803:r	Tb927_04_v5.1:1200168..1203923:r
Tb927.4.4500	Tb927_04_v5.1:1220134..1220225:r	Tb927_04_v5.1:1215191..1216620:r
Tb927.4.4510	Tb927_04_v5.1:1227776..1228613:r	Tb927_04_v5.1:1220355..1223146:r
Tb927.4.4520	Tb927_04_v5.1:1240470..1240844:r	Tb927_04_v5.1:1230025..1238954:r
Tb927.4.4530	Tb927_04_v5.1:1246671..1247033:r	Tb927_04_v5.1:1242419..1243244:r
Tb927.4.4540	Tb927_04_v5.1:1248342..1248518:r	Tb927_04_v5.1:1247153..1247975:r
Tb927.4.4560	Tb927_04_v5.1:1258288..1258299:r	Tb927_04_v5.1:1254220..1255044:r
Tb927.4.4580	Tb927_04_v5.1:1267593..1269687:r	Tb927_04_v5.1:1263191..1264340:r
Tb927.4.4590	Tb927_04_v5.1:1273861..1274130:r	Tb927_04_v5.1:1270468..1272177:r
Tb927.4.4600	Tb927_04_v5.1:1275404..1275499:r	Tb927_04_v5.1:1274231..1274620:r
Tb927.4.4610	Tb927_04_v5.1:1276667..1276747:r	Tb927_04_v5.1:1275607..1275706:r
Tb927.4.4640	Tb927_04_v5.1:1279188..1279252:r	Tb927_04_v5.1:1278568..1278632:r
Tb927.4.4660	Tb927_04_v5.1:1280909..1280954:r	Tb927_04_v5.1:1280323..1280362:r
Tb927.4.4670	Tb927_04_v5.1:1291074..1291084:r	Tb927_04_v5.1:1289482..1289621:r
Tb927.4.4790	Tb927_04_v5.1:1314141..1314384:r	Tb927_04_v5.1:1311694..1313453:r
Tb927.4.4830	Tb927_04_v5.1:1322674..1322748:r	Tb927_04_v5.1:1320771..1321320:r
Tb927.4.4840	Tb927_04_v5.1:1324632..1324671:r	Tb927_04_v5.1:1322880..1323209:r
Tb927.4.4850	Tb927_04_v5.1:1326662..1326736:r	Tb927_04_v5.1:1324789..1325308:r
Tb927.4.4890	Tb927_04_v5.1:1339223..1339286:r	Tb927_04_v5.1:1336969..1337638:r
Tb927.4.4940	Tb927_04_v5.1:1358196..1358289:r	Tb927_04_v5.1:1353148..1356185:r
Tb927.4.4960	Tb927_04_v5.1:1362870..1363108:r	Tb927_04_v5.1:1360480..1361465:r
Tb927.4.4970	Tb927_04_v5.1:1365465..1365677:r	Tb927_04_v5.1:1363224..1364480:r
Tb927.4.4990	Tb927_04_v5.1:1367521..1367585:r	Tb927_04_v5.1:1366640..1367304:r
Tb927.4.5000	Tb927_04_v5.1:1370518..1370862:r	Tb927_04_v5.1:1367702..1367937:r
Tb927.4.5010	Tb927_04_v5.1:1373217..1373325:r	Tb927_04_v5.1:1371013..1372028:r
Tb927.4.5030	Tb927_04_v5.1:1381169..1381610:r	Tb927_04_v5.1:1379418..1380127:r
Tb927.4.5060	Tb927_04_v5.1:1388466..1388760:r	Tb927_04_v5.1:1386630..1387649:r
Tb927.4.5070	Tb927_04_v5.1:1390648..1390763:r	Tb927_04_v5.1:1388820..1389309:r
Tb927.4.5100	Tb927_04_v5.1:1398207..1398262:r	Tb927_04_v5.1:1396686..1396988:r
Tb927.4.5120	Tb927_04_v5.1:1404959..1404963:r	Tb927_04_v5.1:1400232..1400821:r
Tb927.4.5130	Tb927_04_v5.1:1406776..1406822:r	Tb927_04_v5.1:1405118..1405977:r
Tb927.4.5140	Tb927_04_v5.1:1409070..1409485:r	Tb927_04_v5.1:1406922..1408271:r
Tb927.4.5150	Tb927_04_v5.1:1410933..1411178:r	Tb927_04_v5.1:1409604..1409807:r
Tb927.4.5160	Tb927_04_v5.1:1412738..1413009:r	Tb927_04_v5.1:1411273..1411912:r
Tb927.4.5190	Tb927_04_v5.1:1417161..1417281:r	Tb927_04_v5.1:1416514..1416710:r
Tb927.4.5210	Tb927_04_v5.1:1420912..1421100:r	Tb927_04_v5.1:1420457..1420656:r
Tb927.4.5230	Tb927_04_v5.1:1423667..1423747:r	Tb927_04_v5.1:1422721..1422970:r
Tb927.4.5240	Tb927_04_v5.1:1426479..1426480:r	Tb927_04_v5.1:1424694..1425329:r
Tb927.4.5250	Tb927_04_v5.1:1428238..1428239:r	Tb927_04_v5.1:1426535..1427034:r
Tb927.4.5270	Tb927_04_v5.1:1431756..1431757:r	Tb927_04_v5.1:1430063..1430552:r
Tb927.4.5280	Tb927_04_v5.1:1433515..1433516:r	Tb927_04_v5.1:1431822..1432311:r
Tb927.4.5300	Tb927_04_v5.1:1436841..1436867:r	Tb927_04_v5.1:1435350..1435829:r
Tb927.4.5310	Tb927_04_v5.1:1443200..1443654:r	Tb927_04_v5.1:1438178..1441876:r
Tb927.4.5320	Tb927_04_v5.1:1446633..1446888:r	Tb927_04_v5.1:1443761..1443965:r
Tb927.4.5330	Tb927_04_v5.1:1451142..1451186:r	Tb927_04_v5.1:1448085..1448489:r
Tb927.4.5335	Tb927_04_v5.1:1452581..1452615:r	Tb927_04_v5.1:1451985..1452286:r
Tb927.4.5340	Tb927_04_v5.1:1455556..1455930:r	Tb927_04_v5.1:1452766..1453047:r
Tb04.24M18.150	Tb927_04_v5.1:1459110..1459109:r	Tb927_04_v5.1:1458511..1458620:r
Tb927.4.5380	Tb927_04_v5.1:1465138..1465168:r	Tb927_04_v5.1:1460535..1460754:r
Tb927.4.5390	Tb927_04_v5.1:1466769..1467499:r	Tb927_04_v5.1:1465272..1465472:r
Tb927.4.5400	Tb927_04_v5.1:1476953..1477029	Tb927_04_v5.1:1478560..1478939
Tb927.4.1540	Tb927_04_v5.1:400264..400434:r	Tb927_04_v5.1:396608..398736:r
Tb927.4.1590	Tb927_04_v5.1:410233..410236:r	Tb927_04_v5.1:408740..408939:r
Tb927.4.2680	Tb927_04_v5.1:708681..708787	Tb927_04_v5.1:710924..712067
Tb927.4.3330	Tb927_04_v5.1:871584..871583:r	Tb927_04_v5.1:870314..870947:r
Tb927.4.3980	Tb927_04_v5.1:1058066..1058067:r	Tb927_04_v5.1:1056178..1056598:r
Tb927.4.4130	Tb927_04_v5.1:1093893..1093893:r	Tb927_04_v5.1:1090805..1091294:r
Tb927.4.4370	Tb927_04_v5.1:1153148..1153204:r	Tb927_04_v5.1:1149118..1151494:r
Tb927.11.3500	Tb927_11_v5.1:1035182..1035339	Tb927_11_v5.1:1038394..1038566
Tb927.11.3490	Tb927_11_v5.1:1031743..1032021	Tb927_11_v5.1:1034419..1034968
Tb927.11.3520	Tb927_11_v5.1:1042639..1042686	Tb927_11_v5.1:1043413..1043709
Tb927.11.3550	Tb927_11_v5.1:1046881..1046903	Tb927_11_v5.1:1047777..1047852
Tb927.11.16270	Tb927_11_v5.1:4319851..4320081:r	Tb927_11_v5.1:4317355..4317516:r
Tb927.11.16260	Tb927_11_v5.1:4316339..4316437:r	Tb927_11_v5.1:4303352..4303951:r
Tb927.11.5830	Tb927_11_v5.1:1653650..1653750	Tb927_11_v5.1:1654483..1654692
Tb927.11.5820	Tb927_11_v5.1:1651586..1651768	Tb927_11_v5.1:1652678..1652785
Tb927.11.5810	Tb927_11_v5.1:1650225..1650480	Tb927_11_v5.1:1651102..1651466
