,Chromosome,Peak_Start,Peak_End,Peak_Name,UTR_Start,UTR_End,UTR_Gene_ID,UTR_Strand,UTR_Peak_overlap,Control_total,Control_F,Control_R,Treatment_total,Treatment_F,Treatment_R,Treatment_fraction_F,Treatment_fraction_R,Treatment_total_corrected_F,Treatment_total_corrected_R,download_seq,is_fully_contained
495,Tb927_05_v5.1,363096,364091,NA_peak_854,363245,364259,Tb927.5.910,+,846,36,0,1,252,2,1,0.6666666666666666,0.33333333333333337,168.0,84.00000000000001,Tb927_05_v5.1:363245..364091:f,False
496,Tb927_05_v5.1,373692,375588,NA_peak_856,373866,374159,Tb927.5.940,+,293,2321,64,63,28629,912,378,0.7069767441860465,0.2930232558139535,20240.037209302325,8388.962790697675,Tb927_05_v5.1:373866..374159:f,False
497,Tb927_05_v5.1,387281,387637,NA_peak_857,385793,387357,Tb927.5.1000,+,76,113,12,13,395,1,0,1.0,0.0,395.0,0.0,Tb927_05_v5.1:387281..387357:f,False
498,Tb927_05_v5.1,397730,398643,NA_peak_858,398128,399723,Tb927.5.1050,+,515,20,1,2,789,1,51,0.019230769230769232,0.9807692307692307,15.173076923076923,773.8269230769231,Tb927_05_v5.1:398128..398643:f,False
499,Tb927_05_v5.1,399671,400889,NA_peak_859,398128,399723,Tb927.5.1050,+,52,1680,110,9,9311,433,14,0.9686800894854586,0.031319910514541416,9019.380313199104,291.6196868008951,Tb927_05_v5.1:399671..399723:f,False
500,Tb927_05_v5.1,412396,413755,NA_peak_860,412113,412842,Tb927.5.1090,+,446,1601,16,64,39358,663,666,0.49887133182844245,0.5011286681715575,19634.57787810384,19723.42212189616,Tb927_05_v5.1:412396..412842:f,False
501,Tb927_05_v5.1,420593,421070,NA_peak_861,420150,420769,Tb927.5.1110,+,176,550,58,79,23844,76,3602,0.02066340402392605,0.9793365959760739,492.6982055464927,23351.301794453506,Tb927_05_v5.1:420593..420769:f,False
502,Tb927_05_v5.1,440558,442156,NA_peak_862,440698,441076,Tb927.5.1120,+,378,1156,16,35,4043,162,26,0.8617021276595744,0.13829787234042556,3483.8617021276596,559.1382978723406,Tb927_05_v5.1:440698..441076:f,False
503,Tb927_05_v5.1,447467,449300,NA_peak_863,447102,448881,Tb927.5.1140,+,1414,2882,31,52,8385,120,101,0.5429864253393665,0.4570135746606335,4552.941176470588,3832.058823529412,Tb927_05_v5.1:447467..448881:f,False
505,Tb927_05_v5.1,461801,465806,NA_peak_864,463014,464057,Tb927.5.1210,+,1043,600,13,11,14689,332,28,0.9222222222222223,0.07777777777777772,13546.522222222224,1142.477777777777,Tb927_05_v5.1:463014..464057:f,False
507,Tb927_05_v5.1,466126,467805,NA_peak_865,467297,468059,Tb927.5.1230,+,508,810,54,22,9306,810,20,0.9759036144578314,0.02409638554216864,9081.759036144578,224.24096385542137,Tb927_05_v5.1:467297..467805:f,False
508,Tb927_05_v5.1,473086,474428,NA_peak_866,474134,476619,Tb927.5.1260,+,294,1858,0,124,13445,3,650,0.004594180704441042,0.9954058192955589,61.768759571209806,13383.23124042879,Tb927_05_v5.1:474134..474428:f,False
509,Tb927_05_v5.1,476618,477537,NA_peak_867,477439,477768,Tb927.5.1270,+,98,1943,80,63,11738,893,31,0.9664502164502164,0.03354978354978355,11344.192640692641,393.8073593073593,Tb927_05_v5.1:477439..477537:f,False
511,Tb927_05_v5.1,484178,486827,NA_peak_868,484044,484683,Tb927.5.1300,+,505,4170,47,148,32462,838,251,0.7695133149678605,0.23048668503213954,24979.941230486686,7482.058769513314,Tb927_05_v5.1:484178..484683:f,False
513,Tb927_05_v5.1,489812,490801,NA_peak_869,489873,490136,Tb927.5.1320,+,263,6688,277,224,57320,2924,67,0.9775994650618522,0.022400534938147754,56036.00133734537,1283.9986626546292,Tb927_05_v5.1:489873..490136:f,False
514,Tb927_05_v5.1,520252,521886,NA_peak_870,520444,521596,Tb927.5.1460,-,1152,2210,132,80,19469,614,539,0.5325238508239376,0.4674761491760624,10367.70685169124,9101.29314830876,Tb927_05_v5.1:520444..521596:r,False
515,Tb927_05_v5.1,523359,523703,NA_peak_872,522736,524018,Tb927.5.1470,-,344,1675,48,20,3479,21,138,0.1320754716981132,0.8679245283018868,459.49056603773585,3019.509433962264,Tb927_05_v5.1:523359..523703:r,True
517,Tb927_05_v5.1,534789,536259,NA_peak_873,536047,537353,Tb927.5.1520,-,212,553,18,15,5351,13,285,0.0436241610738255,0.9563758389261745,233.43288590604027,5117.567114093959,Tb927_05_v5.1:536047..536259:r,False
518,Tb927_05_v5.1,548324,549841,NA_peak_875,548702,551549,Tb927.5.1570,-,1139,794,21,13,4356,97,117,0.4532710280373832,0.5467289719626168,1974.448598130841,2381.551401869159,Tb927_05_v5.1:548702..549841:r,False
519,Tb927_05_v5.1,566565,567141,NA_peak_878,566858,568039,Tb927.5.1600,+,283,120,4,2,427,16,0,1.0,0.0,427.0,0.0,Tb927_05_v5.1:566858..567141:f,False
520,Tb927_05_v5.1,591675,592143,NA_peak_880,591288,591745,Tb927.5.1680,+,70,149,4,44,1811,350,3,0.9915014164305949,0.008498583569405138,1795.6090651558072,15.390934844192705,Tb927_05_v5.1:591675..591745:f,False
521,Tb927_05_v5.1,612045,612344,NA_peak_881,612098,612212,Tb927.5.1770,+,114,3,0,0,145,8,1,0.8888888888888888,0.11111111111111116,128.88888888888889,16.111111111111118,Tb927_05_v5.1:612098..612212:f,False
522,Tb927_05_v5.1,648443,649405,NA_peak_883,648172,648837,Tb927.5.1900,+,394,837,57,16,3935,278,7,0.9754385964912281,0.024561403508771895,3838.350877192983,96.6491228070174,Tb927_05_v5.1:648443..648837:f,False
523,Tb927_05_v5.1,654415,655703,NA_peak_885,655002,655145,Tb927.5.1920,+,143,676,24,13,1705,48,17,0.7384615384615385,0.2615384615384615,1259.076923076923,445.92307692307685,Tb927_05_v5.1:655002..655145:f,False
524,Tb927_05_v5.1,660731,661079,NA_peak_886,660841,662833,Tb927.5.1950,+,238,159,2,1,629,20,0,1.0,0.0,629.0,0.0,Tb927_05_v5.1:660841..661079:f,False
525,Tb927_05_v5.1,664301,665209,NA_peak_887,664138,664496,Tb927.5.1960,+,195,1995,138,21,7006,476,4,0.9916666666666667,0.008333333333333304,6947.616666666667,58.38333333333313,Tb927_05_v5.1:664301..664496:f,False
526,Tb927_05_v5.1,670475,671937,NA_peak_888,670452,670893,Tb927.5.1980,+,418,388,30,10,1641,47,41,0.5340909090909091,0.46590909090909094,876.4431818181818,764.5568181818182,Tb927_05_v5.1:670475..670893:f,False
527,Tb927_05_v5.1,673323,674790,NA_peak_890,673901,677482,Tb927.5.1990,+,889,4356,292,4,56448,3030,41,0.986649299902312,0.013350700097688017,55694.37968088571,753.6203191142932,Tb927_05_v5.1:673901..674790:f,False
528,Tb927_05_v5.1,675986,676954,NA_peak_891,673901,677482,Tb927.5.1990,+,968,590,9,54,1309,73,32,0.6952380952380952,0.3047619047619048,910.0666666666666,398.9333333333334,Tb927_05_v5.1:675986..676954:f,True
529,Tb927_05_v5.1,676961,678771,NA_peak_892,673901,677482,Tb927.5.1990,+,521,223,9,32,4220,259,33,0.886986301369863,0.113013698630137,3743.082191780822,476.91780821917814,Tb927_05_v5.1:676961..677482:f,False
530,Tb927_05_v5.1,705456,706487,NA_peak_896,706135,706275,Tb927.5.2050,-,140,2469,8,147,6315,8,356,0.02197802197802198,0.978021978021978,138.7912087912088,6176.208791208791,Tb927_05_v5.1:706135..706275:r,False
531,Tb927_05_v5.1,711628,712579,NA_peak_897,712520,713438,Tb927.5.2080,-,59,6717,108,224,14201,28,639,0.041979010494752625,0.9580209895052474,596.1439280359821,13604.856071964019,Tb927_05_v5.1:712520..712579:r,False
532,Tb927_05_v5.1,723485,725143,NA_peak_898,723085,725952,Tb927.5.2120,-,1658,6835,256,120,35434,891,601,0.5971849865951743,0.40281501340482573,21160.652815013404,14273.347184986595,Tb927_05_v5.1:723485..725143:r,True
533,Tb927_05_v5.1,762485,763431,NA_peak_900,762326,762699,Tb927.5.2260,+,214,904,41,12,2639,54,17,0.7605633802816901,0.23943661971830987,2007.1267605633802,631.8732394366198,Tb927_05_v5.1:762485..762699:f,False
534,Tb927_05_v5.1,784629,785407,NA_peak_901,784172,785018,Tb927.5.2320,+,389,141,1,10,843,68,1,0.9855072463768116,0.01449275362318836,830.7826086956522,12.217391304347787,Tb927_05_v5.1:784629..785018:f,False
535,Tb927_05_v5.1,785486,786286,NA_peak_902,785660,786324,Tb927.5.2325,+,626,32,1,0,980,51,24,0.68,0.31999999999999995,666.4000000000001,313.59999999999997,Tb927_05_v5.1:785660..786286:f,False
536,Tb927_05_v5.1,809480,811345,NA_peak_903,808365,811773,Tb927.5.2360,+,1865,170,11,6,4327,84,225,0.27184466019417475,0.7281553398058253,1176.2718446601941,3150.7281553398057,Tb927_05_v5.1:809480..811345:f,True
537,Tb927_05_v5.1,817100,817752,NA_peak_904,816316,817915,Tb927.5.2390,+,652,272,5,3,696,20,1,0.9523809523809523,0.04761904761904767,662.8571428571428,33.14285714285718,Tb927_05_v5.1:817100..817752:f,True
538,Tb927_05_v5.1,828906,830811,NA_peak_905,829049,829702,Tb927.5.2410,+,653,1576,74,54,23029,1765,88,0.9525094441446303,0.047490555855369654,21935.339989206692,1093.6600107933077,Tb927_05_v5.1:829049..829702:f,False
539,Tb927_05_v5.1,877689,878693,NA_peak_907,877681,877991,Tb927.5.2530,+,302,161,15,3,1931,104,33,0.7591240875912408,0.24087591240875916,1465.868613138686,465.13138686131396,Tb927_05_v5.1:877689..877991:f,False
540,Tb927_05_v5.1,899980,900805,NA_peak_909,896082,900882,Tb927.5.2620,+,825,323,1,55,1815,19,351,0.051351351351351354,0.9486486486486486,93.20270270270271,1721.7972972972973,Tb927_05_v5.1:899980..900805:f,True
541,Tb927_05_v5.1,911961,912629,NA_peak_910,911867,912276,Tb927.5.2680,+,315,468,47,4,3928,375,0,1.0,0.0,3928.0,0.0,Tb927_05_v5.1:911961..912276:f,False
542,Tb927_05_v5.1,913269,914678,NA_peak_911,913328,913472,Tb927.5.2690,+,144,442,18,9,1827,83,25,0.7685185185185185,0.2314814814814815,1404.0833333333333,422.91666666666674,Tb927_05_v5.1:913328..913472:f,False
544,Tb927_05_v5.1,926846,927802,NA_peak_912,926344,927577,Tb927.5.2750,+,731,268,9,14,1725,97,4,0.9603960396039604,0.03960396039603964,1656.6831683168316,68.31683168316837,Tb927_05_v5.1:926846..927577:f,False
545,Tb927_05_v5.1,955945,957425,NA_peak_915,955842,956660,Tb927.5.2860,-,715,2501,97,23,7740,5,192,0.025380710659898477,0.9746192893401016,196.44670050761422,7543.553299492386,Tb927_05_v5.1:955945..956660:r,False
546,Tb927_05_v5.1,969841,970565,NA_peak_917,970232,971001,Tb927.5.2900,-,333,49,2,5,133,0,6,0.0,1.0,0.0,133.0,Tb927_05_v5.1:970232..970565:r,False
547,Tb927_05_v5.1,988186,989711,NA_peak_921,988766,989109,Tb927.5.2950,+,343,104,6,3,1454,57,60,0.48717948717948717,0.5128205128205128,708.3589743589744,745.6410256410255,Tb927_05_v5.1:988766..989109:f,False
548,Tb927_05_v5.1,990678,991132,NA_peak_922,990633,990991,Tb927.5.2960,+,313,14,0,2,301,20,1,0.9523809523809523,0.04761904761904767,286.66666666666663,14.33333333333335,Tb927_05_v5.1:990678..990991:f,False
549,Tb927_05_v5.1,997686,998565,NA_peak_923,997351,998146,Tb927.5.2980,+,460,15,0,0,207,14,0,1.0,0.0,207.0,0.0,Tb927_05_v5.1:997686..998146:f,False
550,Tb927_05_v5.1,999458,999767,NA_peak_924,999082,999645,Tb927.5.2990,+,187,1,0,0,15,0,0,,,,,Tb927_05_v5.1:999458..999645:f,False
551,Tb927_05_v5.1,1020279,1020609,NA_peak_926,1020274,1020489,Tb927.5.3090,+,210,330,11,7,728,9,8,0.5294117647058824,0.47058823529411764,385.4117647058824,342.5882352941176,Tb927_05_v5.1:1020279..1020489:f,False
552,Tb927_05_v5.1,1025132,1026104,NA_peak_927,1025475,1025795,Tb927.5.3110,-,320,1616,69,107,9775,127,664,0.16055625790139064,0.8394437420986094,1569.4374209860935,8205.562579013907,Tb927_05_v5.1:1025475..1025795:r,False
553,Tb927_05_v5.1,1026114,1027495,NA_peak_928,1026783,1027432,Tb927.5.3120,-,649,1979,127,15,6751,162,178,0.4764705882352941,0.5235294117647059,3216.6529411764704,3534.3470588235296,Tb927_05_v5.1:1026783..1027432:r,False
554,Tb927_05_v5.1,1040778,1041691,NA_peak_930,1040785,1041864,Tb927.5.3160,-,906,912,35,25,10825,645,12,0.9817351598173516,0.0182648401826484,10627.28310502283,197.71689497716895,Tb927_05_v5.1:1040785..1041691:r,False
555,Tb927_05_v5.1,1045770,1046786,NA_peak_931,1046516,1048043,Tb927.5.3170,-,270,1985,66,117,35069,55,2202,0.024368630926007974,0.9756313690739921,854.5835179441736,34214.41648205583,Tb927_05_v5.1:1046516..1046786:r,False
556,Tb927_05_v5.1,1046814,1048234,NA_peak_932,1046516,1048043,Tb927.5.3170,-,1229,1435,4,74,12004,13,569,0.022336769759450172,0.9776632302405498,268.13058419243987,11735.86941580756,Tb927_05_v5.1:1046814..1048043:r,False
557,Tb927_05_v5.1,1052092,1052985,NA_peak_933,1052816,1053061,Tb927.5.3200,-,169,1516,122,16,4781,187,249,0.4288990825688073,0.5711009174311927,2050.566513761468,2730.4334862385326,Tb927_05_v5.1:1052816..1052985:r,False
558,Tb927_05_v5.1,1056005,1057147,NA_peak_934,1056202,1056943,Tb927.5.3220,-,741,4612,10,31,12695,20,503,0.03824091778202677,0.9617590822179732,485.4684512428298,12209.53154875717,Tb927_05_v5.1:1056202..1056943:r,False
559,Tb927_05_v5.1,1064673,1065654,NA_peak_935,1064960,1065639,Tb927.5.3240,-,679,968,60,89,6856,90,377,0.19271948608137046,0.8072805139186295,1321.2847965738758,5534.715203426124,Tb927_05_v5.1:1064960..1065639:r,False
560,Tb927_05_v5.1,1083608,1083940,NA_peak_936,1083665,1083944,Tb927.5.3280,-,275,437,27,25,1345,29,146,0.1657142857142857,0.8342857142857143,222.88571428571427,1122.1142857142856,Tb927_05_v5.1:1083665..1083940:r,False
562,Tb927_05_v5.1,1151482,1153630,NA_peak_939,1152887,1153910,Tb927.5.3500,-,743,3035,64,59,8858,67,272,0.1976401179941003,0.8023598820058997,1750.6961651917404,7107.303834808259,Tb927_05_v5.1:1152887..1153630:r,False
563,Tb927_05_v5.1,1162999,1164552,NA_peak_940,1163131,1163294,Tb927.5.3510,+,163,3249,74,87,9719,275,28,0.9075907590759076,0.09240924092409242,8820.874587458746,898.1254125412541,Tb927_05_v5.1:1163131..1163294:f,False
564,Tb927_05_v5.1,1174846,1176013,NA_peak_942,1174908,1176225,Tb927.5.3560,+,1105,3590,243,97,43537,110,2424,0.043409629044988164,0.9565903709550119,1889.9250197316496,41647.07498026835,Tb927_05_v5.1:1174908..1176013:f,False
565,Tb927_05_v5.1,1177027,1177774,NA_peak_943,1177467,1177939,Tb927.5.3570,+,307,487,4,8,1602,58,19,0.7532467532467533,0.24675324675324672,1206.7012987012988,395.29870129870125,Tb927_05_v5.1:1177467..1177774:f,False
566,Tb927_05_v5.1,1188666,1189568,NA_peak_944,1189145,1189703,Tb927.5.3610,+,423,198,4,3,664,9,42,0.17647058823529413,0.8235294117647058,117.1764705882353,546.8235294117646,Tb927_05_v5.1:1189145..1189568:f,False
567,Tb927_05_v5.1,1189648,1190347,NA_peak_945,1189145,1189703,Tb927.5.3610,+,55,102,1,3,327,13,9,0.5909090909090909,0.40909090909090906,193.22727272727275,133.77272727272725,Tb927_05_v5.1:1189648..1189703:f,False
568,Tb927_05_v5.1,1197191,1199501,NA_peak_946,1191831,1198146,Tb927.5.3620,+,955,526,19,37,12199,458,61,0.882466281310212,0.11753371868978801,10765.206165703275,1433.793834296724,Tb927_05_v5.1:1197191..1198146:f,False
569,Tb927_05_v5.1,1204854,1206195,NA_peak_947,1204743,1205202,Tb927.5.3650,+,348,419,5,36,4231,318,4,0.9875776397515528,0.012422360248447228,4178.4409937888195,52.559006211180225,Tb927_05_v5.1:1204854..1205202:f,False
570,Tb927_05_v5.1,1207487,1207930,NA_peak_948,1206855,1207735,Tb927.5.3660,+,248,3,0,0,23,0,0,,,,,Tb927_05_v5.1:1207487..1207735:f,False
571,Tb927_05_v5.1,1219427,1220454,NA_peak_950,1219321,1219720,Tb927.5.3710,+,293,517,17,17,1731,120,4,0.967741935483871,0.032258064516129004,1675.1612903225807,55.8387096774193,Tb927_05_v5.1:1219427..1219720:f,False
572,Tb927_05_v5.1,1247732,1249251,NA_peak_952,1247653,1248412,Tb927.5.3810,+,680,947,17,82,6053,298,44,0.8713450292397661,0.1286549707602339,5274.251461988304,778.7485380116958,Tb927_05_v5.1:1247732..1248412:f,False
573,Tb927_05_v5.1,1251569,1252807,NA_peak_953,1251501,1251886,Tb927.5.3830,+,317,460,40,7,5099,185,120,0.6065573770491803,0.39344262295081966,3092.8360655737706,2006.1639344262294,Tb927_05_v5.1:1251569..1251886:f,False
574,Tb927_05_v5.1,1268115,1269519,NA_peak_954,1268187,1268396,Tb927.5.3890,+,209,869,33,17,2685,2,131,0.015037593984962405,0.9849624060150376,40.37593984962406,2644.624060150376,Tb927_05_v5.1:1268187..1268396:f,False
576,Tb927_05_v5.1,1294681,1296379,NA_peak_957,1294860,1294954,Tb927.5.3990,+,94,1510,69,36,4949,90,157,0.3643724696356275,0.6356275303643725,1803.2793522267207,3145.7206477732793,Tb927_05_v5.1:1294860..1294954:f,False
577,Tb927_05_v5.1,1294681,1296379,NA_peak_957,1295989,1296265,Tb927.5.4010,-,276,1510,69,36,4949,90,157,0.3643724696356275,0.6356275303643725,1803.2793522267207,3145.7206477732793,Tb927_05_v5.1:1295989..1296265:r,False
578,Tb927_05_v5.1,1324142,1324810,NA_peak_959,1324742,1325241,Tb927.5.4150,-,68,862,16,6,2114,56,19,0.7466666666666667,0.2533333333333333,1578.4533333333334,535.5466666666666,Tb927_05_v5.1:1324742..1324810:r,False
579,Tb927_05_v5.1,1325111,1325971,NA_peak_960,1324742,1325241,Tb927.5.4150,-,130,2445,125,20,5367,223,32,0.8745098039215686,0.12549019607843137,4693.494117647059,673.5058823529412,Tb927_05_v5.1:1325111..1325241:r,False
580,Tb927_05_v5.1,1326376,1327217,NA_peak_961,1326587,1326696,Tb927.5.4160,-,109,797,22,16,2284,71,18,0.797752808988764,0.202247191011236,1822.067415730337,461.93258426966304,Tb927_05_v5.1:1326587..1326696:r,False
581,Tb927_05_v5.1,1356867,1358383,NA_peak_962,1357458,1360357,Tb927.5.4380,-,925,464,39,0,7372,435,4,0.9908883826879271,0.009111617312072884,7304.829157175399,67.1708428246013,Tb927_05_v5.1:1357458..1358383:r,False
582,Tb927_05_v5.1,1358877,1360774,NA_peak_963,1357458,1360357,Tb927.5.4380,-,1480,287,9,4,1845,9,67,0.11842105263157894,0.881578947368421,218.48684210526315,1626.5131578947369,Tb927_05_v5.1:1358877..1360357:r,False
583,Tb927_05_v5.1,1361908,1362742,NA_peak_964,1362713,1363427,Tb927.5.4390,-,29,42,0,4,435,0,2,0.0,1.0,0.0,435.0,Tb927_05_v5.1:1362713..1362742:r,False
584,Tb927_05_v5.1,1365627,1366155,NA_peak_965,1365870,1365927,Tb927.5.4410,-,57,1342,17,110,3354,6,287,0.020477815699658702,0.9795221843003413,68.68259385665529,3285.3174061433447,Tb927_05_v5.1:1365870..1365927:r,False
585,Tb927_05_v5.1,1369093,1369534,NA_peak_966,1369315,1369939,Tb927.5.4430,-,219,252,0,15,631,0,16,0.0,1.0,0.0,631.0,Tb927_05_v5.1:1369315..1369534:r,False
586,Tb927_05_v5.1,1370701,1371703,NA_peak_967,1371202,1371362,Tb927.5.4440,-,160,238,8,20,882,7,94,0.06930693069306931,0.9306930693069306,61.128712871287135,820.8712871287128,Tb927_05_v5.1:1371202..1371362:r,False
587,Tb927_05_v5.1,1377073,1377497,NA_peak_970,1377154,1377670,Tb927.5.4470,-,343,94,2,5,250,0,9,0.0,1.0,0.0,250.0,Tb927_05_v5.1:1377154..1377497:r,False
588,Tb927_05_v5.1,1379167,1380950,NA_peak_971,1380372,1380688,Tb927.5.4480,-,316,981,75,7,16506,54,510,0.09574468085106383,0.9042553191489362,1580.3617021276596,14925.638297872341,Tb927_05_v5.1:1380372..1380688:r,False
590,Tb927_05_v5.1,1382543,1383627,NA_peak_972,1383294,1383438,Tb927.5.4500,-,144,4,0,1,157,0,14,0.0,1.0,0.0,157.0,Tb927_05_v5.1:1383294..1383438:r,False
591,Tb927_05_v5.1,1416064,1417205,NA_peak_973,1416124,1416753,Tb927.5.4570,+,629,1083,50,47,11528,427,14,0.9682539682539683,0.031746031746031744,11162.031746031746,365.968253968254,Tb927_05_v5.1:1416124..1416753:f,False
592,Tb927_05_v5.1,1417985,1418830,NA_peak_974,1417591,1417990,Tb927.5.4575,+,5,205,23,0,816,85,2,0.9770114942528736,0.02298850574712641,797.2413793103449,18.75862068965515,Tb927_05_v5.1:1417985..1417990:f,False
593,Tb927_05_v5.1,1423131,1424055,NA_peak_975,1423191,1423755,Tb927.5.4580,+,564,531,40,9,4789,195,7,0.9653465346534653,0.034653465346534684,4623.044554455445,165.9554455445546,Tb927_05_v5.1:1423191..1423755:f,False
594,Tb927_05_v5.1,1481411,1482059,NA_peak_985,1480793,1481603,Tb927.5.4770,-,192,474,7,0,2456,0,0,,,,,Tb927_05_v5.1:1481411..1481603:r,False
595,Tb927_06_v5.1,22573,23179,NA_peak_1069,22580,22889,Tb927.6.160,+,309,4543,61,193,10443,97,526,0.15569823434991975,0.8443017656500802,1625.956661316212,8817.043338683787,Tb927_06_v5.1:22580..22889:f,False
596,Tb927_06_v5.1,22573,23179,NA_peak_1069,22849,28158,Tb927.6.170,-,330,4543,61,193,10443,97,526,0.15569823434991975,0.8443017656500802,1625.956661316212,8817.043338683787,Tb927_06_v5.1:22849..23179:r,False
597,Tb927_06_v5.1,23321,25681,NA_peak_1070,22849,28158,Tb927.6.170,-,2360,9719,291,236,47794,1222,206,0.8557422969187675,0.14425770308123254,40899.34733893557,6894.652661064428,Tb927_06_v5.1:23321..25681:r,True
598,Tb927_06_v5.1,207856,209190,NA_peak_1080,207459,208158,Tb927.6.440,+,302,1333,11,88,5331,267,52,0.8369905956112853,0.1630094043887147,4461.996865203762,869.0031347962381,Tb927_06_v5.1:207856..208158:f,False
599,Tb927_06_v5.1,244196,245760,NA_peak_1082,243511,245591,Tb927.6.600,-,1395,362,16,4,3878,43,147,0.22631578947368422,0.7736842105263158,877.6526315789474,3000.3473684210526,Tb927_06_v5.1:244196..245591:r,False
600,Tb927_06_v5.1,248482,250416,NA_peak_1083,249523,250034,Tb927.6.620,-,511,2211,58,34,17243,193,445,0.30250783699059564,0.6974921630094044,5216.14263322884,12026.85736677116,Tb927_06_v5.1:249523..250034:r,False
601,Tb927_06_v5.1,261097,263008,NA_peak_1084,261735,267495,Tb927.6.640,-,1273,1406,45,138,26859,158,948,0.14285714285714285,0.8571428571428572,3837.0,23022.0,Tb927_06_v5.1:261735..263008:r,False
602,Tb927_06_v5.1,266095,267466,NA_peak_1085,261735,267495,Tb927.6.640,-,1371,5547,177,200,109566,96,5143,0.01832410765413247,0.9816758923458675,2007.6991792326783,107558.30082076731,Tb927_06_v5.1:266095..267466:r,True
603,Tb927_06_v5.1,272000,272972,NA_peak_1086,272607,273655,Tb927.6.650,-,365,344,5,30,1295,35,37,0.4861111111111111,0.5138888888888888,629.5138888888889,665.4861111111111,Tb927_06_v5.1:272607..272972:r,False
604,Tb927_06_v5.1,273045,273985,NA_peak_1087,272607,273655,Tb927.6.650,-,610,465,7,30,1412,26,31,0.45614035087719296,0.543859649122807,644.0701754385965,767.9298245614035,Tb927_06_v5.1:273045..273655:r,False
605,Tb927_06_v5.1,277942,278810,NA_peak_1088,278525,279232,Tb927.6.660,-,285,548,43,20,1672,41,107,0.27702702702702703,0.722972972972973,463.18918918918916,1208.8108108108108,Tb927_06_v5.1:278525..278810:r,False
606,Tb927_06_v5.1,284035,284829,NA_peak_1089,284741,291831,Tb927.6.690,-,88,68,5,1,452,26,12,0.6842105263157895,0.3157894736842105,309.2631578947369,142.73684210526315,Tb927_06_v5.1:284741..284829:r,False
