# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-B" "-C" "-M" "-O" "-T" "8" "-F" "SAF" "-a" "count_pca/count_pca.SAF" "-o" "count_pca/count_pca.txt" "BSF_01/res4/BSF_01/BSF_01_sorted.bam" "BSF_03/res4/BSF_03/BSF_03_sorted.bam" "BSF_04/res4/BSF_04/BSF_04_sorted.bam" "BSF_05/res4/BSF_05/BSF_05_sorted.bam" "BSF_06/res4/BSF_06/BSF_06_sorted.bam" "BSF_07/res4/BSF_07/BSF_07_sorted.bam" "BSF_08/res4/BSF_08/BSF_08_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	BSF_01/res4/BSF_01/BSF_01_sorted.bam	BSF_03/res4/BSF_03/BSF_03_sorted.bam	BSF_04/res4/BSF_04/BSF_04_sorted.bam	BSF_05/res4/BSF_05/BSF_05_sorted.bam	BSF_06/res4/BSF_06/BSF_06_sorted.bam	BSF_07/res4/BSF_07/BSF_07_sorted.bam	BSF_08/res4/BSF_08/BSF_08_sorted.bam
Tb927.11.14450	Tb927_11_v5.1	3843324	3843663	.	340	0	5	0	10	1	1	2
Tb927.11.14500	Tb927_11_v5.1	3853349	3854798	.	1450	114	179	46	27	155	131	28
Tb927.11.14600	Tb927_11_v5.1	3879694	3879763	.	70	0	66	24	69	26	37	13
Tb927.11.14620	Tb927_11_v5.1	3882412	3882433	.	22	2	50	22	50	2	9	20
Tb11.01.6240	Tb927_11_v5.1	3883914	3883971	.	58	33	3	1	0	60	19	88
Tb11.01.6250	Tb927_11_v5.1	3885247	3885300	.	54	2	2	1	1	4	18	0
Tb927.11.14640	Tb927_11_v5.1	3891563	3891827	.	265	146	139	26	27	226	116	247
Tb927.11.14650	Tb927_11_v5.1	3893838	3894140	.	303	707	87	82	87	2099	1980	3019
Tb927.11.14660	Tb927_11_v5.1	3897622	3897761	.	140	281	175	16	17	413	168	247
Tb927.11.14680	Tb927_11_v5.1	3899133	3899432	.	300	495	558	458	603	145	33	1833
Tb927.11.14740	Tb927_11_v5.1	3917738	3917966	.	229	0	3	1	2	0	1	2
Tb927.11.14750	Tb927_11_v5.1	3920226	3922762	.	2537	638	2648	2737	3164	432	271	352
Tb927.11.14760	Tb927_11_v5.1	3924064	3924383	.	320	5	11	1	3	4	4	19
Tb927.11.14780	Tb927_11_v5.1	3929196	3929890	.	695	0	25	6	10	32	3	5
Tb927.11.14820	Tb927_11_v5.1	3937563	3937707	.	145	845	111	9	34	327	248	347
Tb927.11.14850	Tb927_11_v5.1	3943540	3944089	.	550	270	224	79	32	374	192	390
Tb927.11.14860	Tb927_11_v5.1	3946596	3946960	.	365	1214	78	15	3	1266	1405	630
Tb927.11.14870	Tb927_11_v5.1	3949043	3949221	.	179	263	210	229	133	823	555	986
Tb927.11.14890	Tb927_11_v5.1	3953092	3953251	.	160	0	4	2	5	1	6	1
Tb927.11.14930	Tb927_11_v5.1	3971427	3972494	.	1068	1666	3	3	6	1	1	3
Tb927.11.14950	Tb927_11_v5.1	3976812	3978188	.	1377	477	7501	6862	6849	1569	14	31
Tb927.11.14960	Tb927_11_v5.1	3978895	3979803	.	909	630	42	24	54	684	659	756
Tb927.11.14970	Tb927_11_v5.1	3982194	3982738	.	545	69	587	401	121	172	440	80
Tb927.11.14980	Tb927_11_v5.1	3985419	3985728	.	310	19	1	0	20	361	454	542
Tb927.11.14990	Tb927_11_v5.1	3987510	3988189	.	680	13475	1248	1524	2120	25779	24319	19933
Tb927.11.14995	Tb927_11_v5.1	3990165	3990269	.	105	529	1722	1171	1171	1230	781	2179
Tb927.11.15000	Tb927_11_v5.1	3990920	3991349	.	430	2	3	1	1	4	0	3
Tb927.11.15040	Tb927_11_v5.1	3999759	4000458	.	700	5962	1653	1256	101	7933	7426	9654
Tb927.11.15070	Tb927_11_v5.1	4005894	4006110	.	217	739	78	4	13	1245	1420	1752
Tb927.11.15090	Tb927_11_v5.1	4010396	4010560	.	165	66	461	293	232	172	37	163
Tb927.11.15110	Tb927_11_v5.1	4016866	4017870	.	1005	24	292	134	68	24	28	4
Tb927.11.15120	Tb927_11_v5.1	4019744	4021103	.	1360	1693	663	446	219	1019	242	241
Tb927.11.15130	Tb927_11_v5.1	4023503	4023872	.	370	871	403	348	133	187	35	43
Tb927.11.15160	Tb927_11_v5.1	4029705	4032425	.	2721	204	449	235	514	297	172	255
Tb927.11.15190	Tb927_11_v5.1	4035837	4036111	.	275	394	181	14	44	171	207	104
Tb927.11.15220	Tb927_11_v5.1	4041338	4041642	.	305	1	3	1	8	1	2	1
Tb927.11.15230	Tb927_11_v5.1	4042680	4043185	.	506	259	21	1	3	1218	2354	1463
Tb927.11.15240	Tb927_11_v5.1	4044967	4046521	.	1555	81	1	7	5	1	2	7
Tb927.11.15270	Tb927_11_v5.1	4050575	4051734	.	1160	367	47	54	25	5	2	6
Tb927.11.15280	Tb927_11_v5.1	4052718	4052802	.	85	0	0	0	3	0	0	0
Tb927.11.15300	Tb927_11_v5.1	4055242	4055401	.	160	25	113	51	20	8	0	11
Tb927.11.15310	Tb927_11_v5.1	4056613	4056847	.	235	44	158	85	33	12	6	3
Tb927.11.15320	Tb927_11_v5.1	4059462	4060758	.	1297	1077	2396	1768	28	133	12	55
Tb927.11.15330	Tb927_11_v5.1	4062745	4064056	.	1312	2853	1578	1323	1128	15372	17954	15409
Tb927.11.15340	Tb927_11_v5.1	4067555	4067844	.	290	351	17	62	3	684	813	586
Tb927.11.15375	Tb927_11_v5.1	4078466	4078600	.	135	1419	3545	1866	1643	1168	1502	1460
Tb927.11.15390	Tb927_11_v5.1	4087094	4087463	.	370	818	271	128	37	588	492	495
Tb927.11.15400	Tb927_11_v5.1	4088741	4089240	.	500	32	4	3	4	117	78	135
Tb927.11.15410	Tb927_11_v5.1	4093553	4094012	.	460	1	5	16	20	13	0	6
Tb927.11.15430	Tb927_11_v5.1	4096353	4097247	.	895	555	37	41	36	139	28	67
Tb927.11.15450	Tb927_11_v5.1	4101364	4101683	.	320	2110	300	87	60	1977	1147	2118
Tb927.11.15470	Tb927_11_v5.1	4111763	4111937	.	175	1	0	1	0	5	3	5
Tb927.11.15490	Tb927_11_v5.1	4115267	4115406	.	140	1050	173	63	93	921	813	1671
Tb927.11.15500	Tb927_11_v5.1	4117836	4118100	.	265	2115	214	286	245	2146	957	1231
Tb927.11.15520	Tb927_11_v5.1	4120707	4120911	.	205	1316	361	269	236	1910	1379	2110
Tb927.11.15530	Tb927_11_v5.1	4123381	4124376	.	996	221	61	4	7	260	18	88
Tb927.11.15540	Tb927_11_v5.1	4125904	4126063	.	160	59	178	156	213	33	13	43
Tb927.11.15550	Tb927_11_v5.1	4128058	4128862	.	805	3	3	4	9	4	2	7
Tb927.11.15560	Tb927_11_v5.1	4129989	4130448	.	460	9	15	10	23	23	2	5
Tb927.11.15590	Tb927_11_v5.1	4136023	4136222	.	200	257	55	23	26	717	782	1155
Tb927.11.15600	Tb927_11_v5.1	4137266	4137384	.	119	32	184	70	40	49	39	70
Tb927.11.15610	Tb927_11_v5.1	4139955	4140317	.	363	964	689	1392	503	244	284	433
Tb927.11.15630	Tb927_11_v5.1	4145811	4146050	.	240	2026	787	432	95	4274	3442	2049
Tb927.11.15640	Tb927_11_v5.1	4147372	4147644	.	273	1256	446	526	3	254	145	89
Tb927.11.15650	Tb927_11_v5.1	4149314	4149499	.	186	296	157	73	41	973	531	618
Tb927.11.15675	Tb927_11_v5.1	4152749	4153203	.	455	393	465	63	11	516	307	157
Tb927.11.15680	Tb927_11_v5.1	4153594	4154365	.	772	21	68	17	6	29	13	4
Tb927.11.15690	Tb927_11_v5.1	4154972	4155190	.	219	2	3	2	1	7	3	4
Tb927.11.15710	Tb927_11_v5.1	4159361	4159465	.	105	19	0	0	13	60	30	26
Tb927.11.15750	Tb927_11_v5.1	4168938	4169057	.	120	4	0	1	6	20	7	3
Tb927.11.15780	Tb927_11_v5.1	4177114	4177903	.	790	1043	8	10	125	495	665	23
Tb927.11.15790	Tb927_11_v5.1	4178427	4179121	.	695	354	119	1	2	200	117	57
Tb927.11.15800	Tb927_11_v5.1	4180683	4181738	.	1056	382	294	61	76	2996	2243	3997
Tb927.11.15810	Tb927_11_v5.1	4184293	4184762	.	470	55	3	1	4	143	94	186
Tb927.11.15820	Tb927_11_v5.1	4185972	4186660	.	689	199	119	2	148	105	70	3
Tb927.11.15830	Tb927_11_v5.1	4187828	4187882	.	55	6	2	0	6	9	14	4
Tb927.11.15855	Tb927_11_v5.1	4199216	4199318	.	103	1578	1283	253	195	656	84	23
Tb927.11.15890	Tb927_11_v5.1	4206494	4206698	.	205	4	25	7	10	2	3	3
Tb927.11.15930	Tb927_11_v5.1	4213506	4213805	.	300	1435	107	57	47	2277	1322	1244
Tb927.11.15940	Tb927_11_v5.1	4214449	4214798	.	350	1	3	3	2	7	5	4
Tb927.11.15960	Tb927_11_v5.1	4222380	4223224	.	845	2327	243	155	179	1814	336	560
Tb927.11.15980	Tb927_11_v5.1	4230375	4231352	.	978	1072	1711	1267	349	1993	1562	1259
Tb927.11.16010	Tb927_11_v5.1	4238394	4239212	.	819	2881	5520	4699	2990	627	409	1120
Tb927.11.16030	Tb927_11_v5.1	4244967	4245536	.	570	160	170	6	9	359	386	448
Tb927.11.16060	Tb927_11_v5.1	4251424	4252013	.	590	2	9	5	0	22	4	7
Tb927.11.16070	Tb927_11_v5.1	4253791	4254069	.	279	2830	6885	4475	1765	2993	454	596
Tb927.11.16120	Tb927_11_v5.1	4268998	4269602	.	605	482	34	56	55	1969	1839	1901
Tb927.11.16180	Tb927_11_v5.1	4284097	4285236	.	1140	1343	714	751	693	79	110	78
Tb927.11.16210	Tb927_11_v5.1	4289967	4290831	.	865	1152	587	295	95	528	492	535
Tb927.11.16220	Tb927_11_v5.1	4293172	4293441	.	270	671	768	456	369	1176	760	1054
Tb927.11.16230	Tb927_11_v5.1	4294146	4294290	.	145	359	450	234	199	641	423	547
Tb927.11.16240	Tb927_11_v5.1	4297465	4297799	.	335	309	91	13	21	460	346	439
Tb927.11.16290	Tb927_11_v5.1	4321257	4321566	.	310	384	189	16	8	694	468	374
Tb927.11.16330	Tb927_11_v5.1	4330046	4330420	.	375	90	17	8	0	60	43	23
Tb927.11.16340	Tb927_11_v5.1	4333983	4334422	.	440	82	151	111	102	183	185	71
Tb927.11.16350	Tb927_11_v5.1	4338074	4339323	.	1250	9	20	20	20	6	26	2
Tb927.11.16360	Tb927_11_v5.1	4340028	4343817	.	3790	3420	1278	851	909	1202	1153	1348
Tb927.11.16380	Tb927_11_v5.1	4347490	4347648	.	159	2708	6490	5502	4902	746	824	809
Tb927.11.16390	Tb927_11_v5.1	4349130	4350100	.	971	4529	942	372	272	566	157	2149
Tb927.11.16400	Tb927_11_v5.1	4350780	4351727	.	948	545	324	155	57	84	391	13
Tb927.11.16420	Tb927_11_v5.1	4354984	4355638	.	655	16	6	6	0	650	640	164
Tb927.11.16430	Tb927_11_v5.1	4356842	4356966	.	125	23	25	22	3	49	58	3
Tb927.11.16440	Tb927_11_v5.1	4357594	4357793	.	200	19	8	38	2	70	22	26
Tb927.11.16480	Tb927_11_v5.1	4369087	4369402	.	316	50	31	0	38	74	26	9
Tb927.11.16470	Tb927_11_v5.1	4362180	4365400	.	3221	2015	2666	4117	5195	1016	815	578
Tb927.11.16490	Tb927_11_v5.1	4370814	4371471	.	658	315	40	3	14	734	488	659
Tb927.11.16510	Tb927_11_v5.1	4375067	4375567	.	501	614	137	47	69	334	533	414
Tb927.11.16550	Tb927_11_v5.1	4386491	4395447	.	8957	2047	537	589	777	218	208	224
Tb927.11.16560	Tb927_11_v5.1	4397365	4399092	.	1728	1615	181	120	397	219	102	94
Tb927.11.16570	Tb927_11_v5.1	4400777	4400911	.	135	3	1	2	4	2	2	0
Tb927.11.16580	Tb927_11_v5.1	4403441	4403541	.	101	54	71	124	22	56	4	27
Tb927.11.16600	Tb927_11_v5.1	4407325	4407469	.	145	47	119	41	8	140	34	78
Tb927.11.16615	Tb927_11_v5.1	4410969	4412130	.	1162	565	834	477	240	411	443	511
Tb927.11.16620	Tb927_11_v5.1	4412701	4412870	.	170	272	456	203	118	254	291	235
Tb927.11.16630	Tb927_11_v5.1	4414809	4415263	.	455	26	297	133	25	69	27	25
Tb927.11.16640	Tb927_11_v5.1	4417787	4418691	.	905	252	306	36	17	764	307	526
Tb927.11.16660	Tb927_11_v5.1	4424433	4425025	.	593	65	11	7	4	80	23	79
Tb927.11.16700	Tb927_11_v5.1	4441507	4441631	.	125	1118	397	214	101	659	532	654
Tb927.11.16720	Tb927_11_v5.1	4445787	4449244	.	3458	3065	3299	1954	1848	2164	983	875
Tb927.11.16730	Tb927_11_v5.1	4451179	4452623	.	1445	2388	762	282	162	1743	1771	1199
Tb927.11.16780	Tb927_11_v5.1	4463126	4465366	.	2241	617	1943	1687	1240	1703	1388	1567
Tb927.11.16790	Tb927_11_v5.1	4467030	4467248	.	219	601	19	28	35	606	611	786
Tb927.11.16800	Tb927_11_v5.1	4470392	4470511	.	120	629	1214	319	126	74	32	33
Tb927.11.16810	Tb927_11_v5.1	4473524	4474448	.	925	5	2	1	8	70	5	14
Tb927.11.16820	Tb927_11_v5.1	4476616	4480041	.	3426	790	1673	1652	1784	1447	1339	1705
Tb927.11.16830	Tb927_11_v5.1	4483003	4483930	.	928	228	957	920	1186	39	4	3
Tb927.11.16850	Tb927_11_v5.1	4488740	4488834	.	95	414	56	81	10	173	101	45
Tb927.11.16870	Tb927_11_v5.1	4493607	4494086	.	480	0	3	3	5	2	2	1
Tb927.11.16890	Tb927_11_v5.1	4497174	4497833	.	660	1072	1107	952	910	2538	1821	1373
Tb927.11.16900	Tb927_11_v5.1	4504445	4505394	.	950	3273	2340	2205	1385	229	82	141
Tb927.11.16910	Tb927_11_v5.1	4506890	4506959	.	70	267	7	6	1	12	22	15
Tb927.11.16915	Tb927_11_v5.1	4509776	4510225	.	450	1225	128	27	2	1513	1133	1688
Tb927.11.16920	Tb927_11_v5.1	4510540	4511294	.	755	2291	270	55	5	3963	2667	4186
Tb927.11.16930	Tb927_11_v5.1	4514191	4514555	.	365	46	11	3	26	105	96	785
Tb927.11.16940	Tb927_11_v5.1	4516870	4517574	.	705	11	138	9	176	84	188	50
Tb927.11.16950	Tb927_11_v5.1	4519274	4519943	.	670	357	76	7	15	122	72	143
Tb927.11.16960	Tb927_11_v5.1	4520515	4520732	.	218	224	2	4	1	448	242	561
Tb927.11.16980	Tb927_11_v5.1	4527030	4527499	.	470	109	250	53	52	274	10	68
Tb927.11.16990	Tb927_11_v5.1	4528767	4528951	.	185	1695	248	31	15	1821	1445	1069
Tb927.11.17000	Tb927_11_v5.1	4531251	4532212	.	962	615	7592	8848	11509	253	84	268
Tb927.11.17015	Tb927_11_v5.1	4537426	4537545	.	120	345	48	19	18	395	258	388
Tb927.11.17016	Tb927_11_v5.1	4537973	4538052	.	80	6	18	17	3	23	2	4
Tb927.11.17020	Tb927_11_v5.1	4538772	4538811	.	40	122	1	0	0	19	8	36
Tb927.11.17040	Tb927_11_v5.1	4553754	4554588	.	835	193	37	6	22	231	98	110
Tb927.11.11760	Tb927_11_v5.1	3154770	3154884	.	115	89	39	36	14	151	62	124
Tb927.11.11830	Tb927_11_v5.1	3173604	3173736	.	133	0	7	6	4	1	0	10
Tb927.11.11900	Tb927_11_v5.1	3190647	3191595	.	949	5671	5348	3711	3174	4040	2468	1814
Tb927.11.140	Tb927_11_v5.1	24311	25131	.	821	108	25	20	55	535	431	631
Tb927.11.150	Tb927_11_v5.1	31057	31849	.	793	249	2	4	4	146	130	132
Tb927.11.470	Tb927_11_v5.1	106146	106294	.	149	215	103	20	58	304	112	133
Tb927.11.485	Tb927_11_v5.1	110160	110855	.	696	930	1580	1714	2075	82	43	19
Tb927.11.540	Tb927_11_v5.1	134771	135445	.	675	0	1	1	4	0	6	2
Tb927.11.550	Tb927_11_v5.1	137590	140116	.	2527	270	1479	215	189	1867	214	328
Tb927.11.770	Tb927_11_v5.1	193575	194109	.	535	51	279	328	497	34	36	19
Tb927.11.840	Tb927_11_v5.1	216518	217875	.	1358	352	354	178	152	207	57	80
Tb927.11.870	Tb927_11_v5.1	223462	223706	.	245	0	61	1	2	5	0	4
Tb927.11.1690	Tb927_11_v5.1	517225	517375	.	151	61	6	4	8	3	1	7
Tb927.11.2310	Tb927_11_v5.1	662868	663307	.	440	1412	4	3	2	398	446	266
Tb927.11.2780	Tb927_11_v5.1	811764	812153	.	390	1117	32	1	43	10	34	80
Tb927.11.2810	Tb927_11_v5.1	818868	819248	.	381	101	24	3	4	6	55	102
Tb927.11.3190	Tb927_11_v5.1	902094	902323	.	230	897	425	221	110	3101	4439	4237
Tb927.11.3310	Tb927_11_v5.1	969763	971716	.	1954	939	9217	14608	20970	132	325	183
Tb927.11.3320	Tb927_11_v5.1	973411	973570	.	160	181	126	16	7	183	127	93
Tb927.11.3530	Tb927_11_v5.1	1044945	1045510	.	566	725	217	63	18	2586	1414	1006
Tb927.11.4650	Tb927_11_v5.1	1344113	1344462	.	350	378	251	35	84	1581	940	1072
Tb927.11.4900	Tb927_11_v5.1	1402010	1402637	.	628	195	1091	2169	376	420	73	365
Tb927.11.5365	Tb927_11_v5.1	1530307	1530431	.	125	1	5	0	2	8	0	0
Tb927.11.5380	Tb927_11_v5.1	1534190	1534309	.	120	0	6	2	3	2	1	0
Tb927.11.5390	Tb927_11_v5.1	1534736	1535493	.	758	12	19	39	13	14	31	35
Tb927.11.5520	Tb927_11_v5.1	1568091	1568669	.	579	1029	2466	3484	3050	1191	1022	2318
Tb927.11.6370	Tb927_11_v5.1	1790358	1790954	.	597	800	2161	2451	2628	516	42	82
Tb927.11.6420	Tb927_11_v5.1	1807312	1807846	.	535	0	6	5	3	1	4	2
Tb927.11.6970	Tb927_11_v5.1	1961583	1961992	.	410	292	73	46	52	876	425	761
Tb927.11.7270	Tb927_11_v5.1	2053952	2054400	.	449	1	0	0	1	0	0	3
Tb927.11.7480	Tb927_11_v5.1	2121636	2121870	.	235	396	58	46	8	170	14	49
Tb927.11.7550	Tb927_11_v5.1	2135876	2136420	.	545	0	2	1	5	0	2	1
Tb927.11.7700	Tb927_11_v5.1	2182324	2183203	.	880	232	7	4	2	37	29	10
Tb927.11.7800	Tb927_11_v5.1	2206755	2207932	.	1178	1370	1682	1066	845	637	1028	1058
Tb927.11.8390	Tb927_11_v5.1	2353289	2353853	.	565	18	12	16	19	60	21	2
Tb927.11.8440	Tb927_11_v5.1	2363956	2365676	.	1721	2180	1350	850	567	899	315	462
Tb927.11.9860	Tb927_11_v5.1	2662692	2663086	.	395	34	212	89	65	55	19	22
Tb927.11.10000	Tb927_11_v5.1	2693383	2694262	.	880	1804	3	2	3	2878	1116	1350
Tb927.11.10030	Tb927_11_v5.1	2698576	2698730	.	155	216	13	6	34	64	36	77
Tb927.11.10150	Tb927_11_v5.1	2720042	2720347	.	306	13	4	9	0	12	4	24
Tb927.11.10540	Tb927_11_v5.1	2807562	2808339	.	778	4309	11430	9702	9837	1577	695	705
Tb927.11.10570	Tb927_11_v5.1	2817253	2817472	.	220	1525	161	23	39	590	453	170
Tb927.11.10580	Tb927_11_v5.1	2820299	2820473	.	175	31	3	3	4	79	91	146
Tb927.11.10920	Tb927_11_v5.1	2913749	2914837	.	1089	0	6	4	7	3	2	6
Tb927.11.11180	Tb927_11_v5.1	2991004	2992133	.	1130	1895	1775	607	226	1151	1051	1361
Tb927.11.11460	Tb927_11_v5.1	3071422	3072226	.	805	0	69	13	25	8	36	5
Tb927.11.11490	Tb927_11_v5.1	3081676	3081900	.	225	259	87	37	34	661	455	596
Tb927.11.11530	Tb927_11_v5.1	3090986	3091114	.	129	2298	1575	254	59	539	338	303
Tb927.11.11710	Tb927_11_v5.1	3142135	3142813	.	679	1227	413	147	26	419	218	703
Tb927.11.11740	Tb927_11_v5.1	3148612	3149524	.	913	2240	37	27	155	136	105	63
Tb927.11.11780	Tb927_11_v5.1	3162112	3162959	.	848	220	5	5	2	87	93	49
Tb927.11.11930	Tb927_11_v5.1	3196622	3196966	.	345	1542	816	126	37	482	372	258
Tb927.11.12080	Tb927_11_v5.1	3231442	3231494	.	53	2	0	0	5	23	18	4
Tb927.11.12320	Tb927_11_v5.1	3296346	3296669	.	324	26	5	3	4	111	91	108
Tb927.11.12450	Tb927_11_v5.1	3335154	3335233	.	80	1	0	3	1	3	4	4
Tb927.11.12860	Tb927_11_v5.1	3450382	3450966	.	585	408	442	36	43	495	380	253
Tb927.11.13260	Tb927_11_v5.1	3554667	3555556	.	890	1769	7	3	31	6	3	7
Tb927.11.13690	Tb927_11_v5.1	3646659	3646793	.	135	0	2	4	8	2	3	0
Tb927.11.13760	Tb927_11_v5.1	3671204	3671283	.	80	149	18	11	6	286	195	224
Tb927.11.14790	Tb927_11_v5.1	3931355	3931730	.	376	2597	542	903	1199	208	73	169
Tb927.11.14910	Tb927_11_v5.1	3958444	3958572	.	129	692	850	192	286	3991	3317	2113
Tb927.11.15010	Tb927_11_v5.1	3992845	3994264	.	1420	1270	8272	12189	19652	1877	1637	1939
Tb927.11.15060	Tb927_11_v5.1	4004504	4004665	.	162	384	26	3	2	925	683	968
Tb927.11.16250	Tb927_11_v5.1	4301330	4301424	.	95	0	3	2	4	0	1	3
Tb927.11.16840	Tb927_11_v5.1	4484947	4485204	.	258	781	150	95	66	1625	402	1177
Tb927.11.9660	Tb927_11_v5.1	2624861	2624988	.	128	1013	45	13	3	1371	1459	1950
Tb927.8.8110	Tb927_08_v5.1	2398503	2399195	.	693	299	86	52	45	550	407	527
Tb927.8.8120	Tb927_08_v5.1	2400667	2401006	.	340	613	81	21	5	3961	2970	3996
Tb927.8.8140	Tb927_08_v5.1	2407918	2409736	.	1819	5461	3955	4165	3441	1589	794	934
Tb927.8.8160	Tb927_08_v5.1	2414405	2414917	.	513	912	415	265	198	1122	924	1046
Tb927.8.8170	Tb927_08_v5.1	2418883	2419372	.	490	15	29	10	12	27	1	8
Tb927.8.7730	Tb927_08_v5.1	2229252	2229560	.	309	116	10	5	6	595	349	575
Tb927.8.7740	Tb927_08_v5.1	2231907	2232535	.	629	86	369	392	297	133	137	69
Tb927.8.7710	Tb927_08_v5.1	2221934	2222620	.	687	1748	15	30	5	1	2	2
Tb927.8.7700	Tb927_08_v5.1	2218029	2218603	.	575	1136	91	73	18	546	279	266
Tb927.8.4380	Tb927_08_v5.1	1305923	1306376	.	454	978	5025	4749	4756	1427	1924	1632
Tb927.8.4370	Tb927_08_v5.1	1300825	1302404	.	1580	151	5	5	7	3	3	4
Tb927.8.3170	Tb927_08_v5.1	945327	945491	.	165	457	131	59	6	776	698	727
Tb927.8.3180	Tb927_08_v5.1	949779	949976	.	198	6	51	0	2	9	12	2
Tb927.8.3190	Tb927_08_v5.1	951295	951934	.	640	350	99	98	166	989	234	135
Tb927.8.7420	Tb927_08_v5.1	2140224	2140433	.	210	12	6	3	1	30	1	9
Tb927.8.7430	Tb927_08_v5.1	2140856	2141473	.	618	1263	177	22	28	512	453	353
Tb927.8.7440	Tb927_08_v5.1	2143654	2144378	.	725	3	4	3	8	1	16	4
Tb927.8.7410	Tb927_08_v5.1	2136143	2137146	.	1004	3132	1842	1489	1244	32	15	22
Tb927.8.7950	Tb927_08_v5.1	2343382	2344057	.	676	1593	684	383	318	1071	611	725
Tb927.8.7960	Tb927_08_v5.1	2346308	2347505	.	1198	1743	830	432	88	721	131	135
Tb927.8.890	Tb927_08_v5.1	264075	266111	.	2037	3139	17090	16383	19802	93	10	9
Tb927.8.880	Tb927_08_v5.1	259823	261156	.	1334	1591	2008	2402	3548	3443	3529	4774
Tb927.8.5700	Tb927_08_v5.1	1687632	1687807	.	176	19	13	7	10	5	4	2
Tb927.8.5710	Tb927_08_v5.1	1691350	1693374	.	2025	990	390	54	31	2201	2011	1318
Tb927.8.5680	Tb927_08_v5.1	1684546	1684870	.	325	135	13	1	5	288	524	197
Tb927.8.5670	Tb927_08_v5.1	1682045	1682424	.	380	0	7	2	1	0	0	3
Tb927.8.5640	Tb927_08_v5.1	1676404	1677150	.	747	29	32	46	27	16	42	42
Tb927.8.5620	Tb927_08_v5.1	1671139	1672778	.	1640	2815	1766	631	731	963	551	630
Tb927.8.5580	Tb927_08_v5.1	1658482	1659576	.	1095	289	585	562	182	657	785	504
Tb927.8.5540	Tb927_08_v5.1	1636466	1636925	.	460	472	17	6	1	905	893	1129
Tb927.8.5500	Tb927_08_v5.1	1629389	1629810	.	422	0	5	9	10	4	3	7
Tb927.8.5450	Tb927_08_v5.1	1616240	1616613	.	374	0	21	6	2	0	1	2
Tb927.8.8230	Tb927_08_v5.1	2434752	2438961	.	4210	827	172	66	61	1726	904	1350
Tb927.8.8240	Tb927_08_v5.1	2440848	2441485	.	638	11	15	9	9	22	25	35
Tb927.8.8250	Tb927_08_v5.1	2442991	2443523	.	533	9	2	3	3	7	28	51
Tb927.8.8260	Tb927_08_v5.1	2445124	2445544	.	421	823	231	105	203	178	62	81
Tb927.8.8270	Tb927_08_v5.1	2449572	2450325	.	754	264	132	127	25	279	87	202
Tb927.8.8280	Tb927_08_v5.1	2452475	2453138	.	664	792	606	369	409	347	218	70
Tb927.8.8310	Tb927_08_v5.1	2461535	2461807	.	273	16	10	3	3	145	21	18
Tb927.8.8330	Tb927_08_v5.1	2469078	2470187	.	1110	810	481	545	873	6	2	7
Tb927.8.8340	Tb927_08_v5.1	2471360	2472867	.	1508	2466	103	42	6	2432	1735	1546
Tb927.8.8350	Tb927_08_v5.1	2475534	2477490	.	1957	1972	508	261	108	812	1261	677
Tb927.8.4700	Tb927_08_v5.1	1378143	1380122	.	1980	1977	3081	4363	5459	2094	925	1959
Tb927.8.4710	Tb927_08_v5.1	1381720	1383119	.	1400	3316	662	168	129	4872	4660	5044
Tb927.8.4620	Tb927_08_v5.1	1363588	1364584	.	997	4263	287	276	109	5086	3942	5014
Tb927.8.5010	Tb927_08_v5.1	1485237	1485509	.	273	1	6	1	2	0	1	1
Tb927.8.5060	Tb927_08_v5.1	1496566	1497351	.	786	22	20	2	13	7	31	10
Tb927.8.4960	Tb927_08_v5.1	1474603	1474712	.	110	1	1	0	3	1	0	0
Tb927.8.7080	Tb927_08_v5.1	2037165	2037499	.	335	1568	312	15	6	2829	2546	1983
Tb927.8.6990	Tb927_08_v5.1	2013675	2015147	.	1473	8954	1082	426	437	773	927	629
Tb927.8.6980	Tb927_08_v5.1	2012925	2013154	.	230	318	480	191	114	471	379	469
Tb927.8.870	Tb927_08_v5.1	256714	257843	.	1130	1489	151	264	170	106	8	49
Tb927.8.3940	Tb927_08_v5.1	1178134	1178281	.	148	85	35	30	83	287	177	199
Tb927.8.3930	Tb927_08_v5.1	1169388	1170055	.	668	2758	535	155	93	1414	2493	2148
Tb927.8.8030	Tb927_08_v5.1	2380992	2381590	.	599	6809	3256	3744	4515	705	764	2129
Tb927.8.8040	Tb927_08_v5.1	2383424	2384258	.	835	237	1447	883	835	369	256	213
Tb927.8.8050	Tb927_08_v5.1	2386724	2387318	.	595	55	242	82	109	240	118	55
Tb927.8.8020	Tb927_08_v5.1	2377627	2378375	.	749	1501	1772	1036	420	932	27	12
Tb927.8.8000	Tb927_08_v5.1	2372911	2373463	.	553	806	3	3	1	1	5	2
Tb927.8.2830	Tb927_08_v5.1	848814	850113	.	1300	4700	306	30	25	2535	1051	1379
Tb927.8.4520	Tb927_08_v5.1	1337687	1338691	.	1005	3316	344	117	93	750	734	293
Tb927.8.4535	Tb927_08_v5.1	1341248	1341547	.	300	1138	700	16	8	490	7	324
Tb927.8.4530	Tb927_08_v5.1	1339404	1339992	.	589	159	120	55	16	132	123	84
